datetime	caudal
2015-06-13	22.8562363
2015-06-14	22.8562363
2015-06-15	22.8562363
2015-06-16	19.1878083
2015-06-17	20.22528
2015-06-18	19.1878083
2015-06-19	22.0745075
2015-06-20	24.4917587
2015-06-21	29.0009427
2015-06-22	22.0745075
2015-06-23	19.5276268
2015-06-24	21.3168003
2015-06-25	41.6511152
2015-06-26	38.6308347
2015-06-27	34.6546688
2015-06-28	29.0009427
2015-06-29	26.2233675
2015-06-30	23.2561088
2015-07-01	19.5276268
2015-07-02	18.8539952
2015-07-03	18.2043852
2015-07-04	17.5787968
2015-07-05	26.6712832
2015-07-06	29.9748443
2015-07-07	24.9156528
2015-07-08	29.0009427
2015-07-09	24.07387
2015-07-10	20.5831147
2015-07-11	21.6926512
2015-07-12	19.8734507
2015-07-13	30.4708032
2015-07-14	20.9469548
2015-07-15	18.2043852
2015-07-16	18.2043852
2015-07-17	18.5261875
2015-07-18	17.5787968
2015-07-19	25.7814572
2015-07-20	19.1878083
2015-07-21	17.8885883
2015-07-22	31.9947123
2015-07-23	52.32492
2015-07-24	36.3227075
2015-07-25	24.4917587
2015-07-26	20.9469548
2015-07-27	18.8539952
2015-07-28	26.6712832
2015-07-29	31.4807372
2015-07-30	43.5353483
2015-07-31	50.9066188
2015-08-01	34.1106667
2015-08-02	30.4708032
2015-08-03	24.4917587
2015-08-04	22.0745075
2015-08-05	20.22528
2015-08-06	19.5276268
2015-08-07	16.97723
2015-08-08	16.6854547
2015-08-09	16.6854547
2015-08-10	18.5261875
2015-08-11	16.1199203
2015-08-12	15.0609163
2015-08-13	14.8111788
2015-08-14	14.5674467
2015-08-15	18.2043852
2015-08-16	18.5261875
2015-08-17	16.6854547
2015-08-18	15.3166592
2015-08-19	14.5674467
2015-08-20	14.32972
2015-08-21	14.0979987
2015-08-22	13.4388672
2015-08-23	13.2311675
2015-08-24	13.2311675
2015-08-25	13.0294732
2015-08-26	13.0294732
2015-08-27	12.6441008
2015-08-28	12.4604227
2015-08-29	13.8722828
2015-08-30	14.8111788
2015-08-31	14.8111788
2015-09-01	17.2750107
2015-09-02	24.07387
2015-09-03	20.22528
2015-09-04	16.97723
2015-09-05	15.5784075
2015-09-06	15.3166592
2015-09-07	16.97723
2015-09-08	17.5787968
2015-09-09	15.0609163
2015-09-10	14.32972
2015-09-11	13.4388672
2015-09-12	13.2311675
2015-09-13	13.0294732
2015-09-14	12.6441008
2015-09-15	12.28275
2015-09-16	12.28275
2015-09-17	11.7857643
2015-09-18	11.3428272
2015-09-19	12.28275
2015-09-20	11.9454208
2015-09-21	11.9454208
2015-09-22	11.7857643
2015-09-23	11.6321132
2015-09-24	11.6321132
2015-09-25	11.3428272
2015-09-26	11.2071923
2015-09-27	11.3428272
2015-09-28	11.2071923
2015-09-29	11.0775628
2015-09-30	11.0775628
2015-10-01	11.7857643
2015-10-02	11.4844675
2015-10-03	11.2071923
2015-10-04	11.4844675
2015-10-05	17.2750107
2015-10-06	15.0609163
2015-10-07	13.8722828
2015-10-08	13.0294732
2015-10-09	12.8337843
2015-10-10	13.0294732
2015-10-11	13.0294732
2015-10-12	12.8337843
2015-10-13	13.8722828
2015-10-14	18.5261875
2015-10-15	29.4848908
2015-10-16	42.2731875
2015-10-17	25.7814572
2015-10-18	22.8562363
2015-10-19	27.5851308
2015-10-20	20.5831147
2015-10-21	18.8539952
2015-10-22	16.3996848
2015-10-23	15.0609163
2015-10-24	15.0609163
2015-10-25	14.8111788
2015-10-26	15.3166592
2015-10-27	15.0609163
2015-10-28	13.6525723
2015-10-29	13.2311675
2015-10-30	14.32972
2015-10-31	15.8461612
2015-11-01	16.3996848
2015-11-02	14.8111788
2015-11-03	13.2311675
2015-11-04	12.4604227
2015-11-05	11.9454208
2015-11-06	11.9454208
2015-11-07	12.8337843
2015-11-08	12.28275
2015-11-09	12.28275
2015-11-10	14.32972
2015-11-11	13.4388672
2015-11-12	12.4604227
2015-11-13	12.28275
2015-11-14	12.1110827
2015-11-15	12.1110827
2015-11-16	13.6525723
2015-11-17	12.6441008
2015-11-18	15.3166592
2015-11-19	16.97723
2015-11-20	15.0609163
2015-11-21	13.0294732
2015-11-22	17.8885883
2015-11-23	15.3166592
2015-11-24	24.9156528
2015-11-25	21.3168003
2015-11-26	20.9469548
2015-11-27	16.3996848
2015-11-28	17.2750107
2015-11-29	16.1199203
2015-11-30	13.4388672
2015-12-01	13.8722828
2015-12-02	17.2750107
2015-12-03	15.3166592
2015-12-04	13.6525723
2015-12-05	12.8337843
2015-12-06	12.4604227
2015-12-07	12.1110827
2015-12-08	12.1110827
2015-12-09	11.9454208
2015-12-10	11.6321132
2015-12-11	11.4844675
2015-12-12	11.2071923
2015-12-13	10.83632
2015-12-14	11.2071923
2015-12-15	13.6525723
2015-12-16	13.8722828
2015-12-17	11.9454208
2015-12-18	11.2071923
2015-12-19	12.28275
2015-12-20	11.7857643
2015-12-21	11.4844675
2015-12-22	11.0775628
2015-12-23	10.83632
2015-12-24	10.83632
2015-12-25	10.7247067
2015-12-26	10.7247067
2015-12-27	10.83632
2015-12-28	10.7247067
2015-12-29	10.5194963
2015-12-30	10.4258992
2015-12-31	10.5194963
2016-01-01	10.5194963
2016-01-02	10.4258992
2016-01-03	10.3383075
2016-01-04	10.2567212
2016-01-05	10.1811403
2016-01-06	10.5194963
2016-01-07	10.5194963
2016-01-08	10.4258992
2016-01-09	14.5674467
2016-01-10	13.2311675
2016-01-11	11.0775628
2016-01-12	10.9539387
2016-01-13	15.5784075
2016-01-14	17.8885883
2016-01-15	14.8111788
2016-01-16	12.1110827
2016-01-17	11.3428272
2016-01-18	11.0775628
2016-01-19	11.4844675
2016-01-20	13.6525723
2016-01-21	15.8461612
2016-01-22	15.8461612
2016-01-23	13.2311675
2016-01-24	12.1110827
2016-01-25	11.6321132
2016-01-26	12.8337843
2016-01-27	11.4844675
2016-01-28	10.9539387
2016-01-29	10.5194963
2016-01-30	11.4844675
2016-01-31	12.28275
2016-02-01	11.6321132
2016-02-02	11.0775628
2016-02-03	11.2071923
2016-02-04	13.8722828
2016-02-05	15.8461612
2016-02-06	13.0294732
2016-02-07	12.28275
2016-02-08	12.1110827
2016-02-09	18.2043852
2016-02-10	28.0510627
2016-02-11	32.5146928
2016-02-12	29.4848908
2016-02-13	19.8734507
2016-02-14	16.97723
2016-02-15	15.0609163
2016-02-16	15.0609163
2016-02-17	14.32972
2016-02-18	13.8722828
2016-02-19	13.2311675
2016-02-20	13.0294732
2016-02-21	12.6441008
2016-02-22	12.28275
2016-02-23	13.0294732
2016-02-24	12.4604227
2016-02-25	12.4604227
2016-02-26	12.4604227
2016-02-27	15.3166592
2016-02-28	13.0294732
2016-02-29	12.6441008
2016-03-01	12.6441008
2016-03-02	13.0294732
2016-03-03	12.6441008
2016-03-04	13.4388672
2016-03-05	29.4848908
2016-03-06	22.8562363
2016-03-07	22.0745075
2016-03-08	22.0745075
2016-03-09	25.7814572
2016-03-10	62.1294043
2016-03-11	27.5851308
2016-03-12	25.7814572
2016-03-13	45.47363
2016-03-14	26.6712832
2016-03-15	19.5276268
2016-03-16	20.9469548
2016-03-17	37.4647603
2016-03-18	44.1754368
2016-03-19	41.0350483
2016-03-20	31.4807372
2016-03-21	28.523
2016-03-22	27.1252043
2016-03-23	22.8562363
2016-03-24	19.5276268
2016-03-25	18.5261875
2016-03-26	18.8539952
2016-03-27	18.2043852
2016-03-28	16.6854547
2016-03-29	19.1878083
2016-03-30	18.8539952
2016-03-31	20.5831147
2016-04-01	19.5276268
2016-04-02	27.5851308
2016-04-03	62.9256332
2016-04-04	30.9727675
2016-04-05	47.4659603
2016-04-06	27.1252043
2016-04-07	28.523
2016-04-08	27.1252043
2016-04-09	28.0510627
2016-04-10	29.9748443
2016-04-11	33.57267
2016-04-12	29.4848908
2016-04-13	27.1252043
2016-04-14	26.6712832
2016-04-15	25.3455523
2016-04-16	24.4917587
2016-04-17	25.7814572
2016-04-18	26.6712832
2016-04-19	27.1252043
2016-04-20	27.1252043
2016-04-21	23.6619867
2016-04-22	18.5261875
2016-04-23	21.3168003
2016-04-24	19.1878083
2016-04-25	22.0745075
2016-04-26	26.6712832
2016-04-27	24.4917587
2016-04-28	61.3391808
2016-04-29	32.5146928
2016-04-30	27.1252043
2016-05-01	26.2233675
2016-05-02	23.6619867
2016-05-03	19.1878083
