comid;latitude;longitude;river;location1;location2
9027384;-1.15022;-79.14787;Rio Angama;COTOPAXI;PANGUA
9027387;-1.14029;-80.24725;Rio Portov;MANABI;SANTA ANA
9027406;-1.19829;-80.36937;;MANABI;SANTA ANA
9027412;-1.17625;-79.13322;Rio Sinde;BOLIVAR;GUARANDA
9027415;-1.19374;-80.40195;Rio Lodana;MANABI;SANTA ANA
9027427;-1.17275;-77.25709;Rio Tzapin;PASTAZA;ARAJUNO
9027428;-1.21586;-78.98809;Rio Jinamb;COTOPAXI;PANGUA
9027447;-1.18749;-76.7749;Rio Tigino;PASTAZA;ARAJUNO
9027451;-1.21559;-80.1701;Rio La Can;MANABI;SANTA ANA
9027457;-1.21739;-80.33957;Estero Vis;MANABI;SANTA ANA
9027474;-1.17256;-78.56235;Rio Cutuch;TUNGURAHUA;SANTIAGO DOMINGO
9027476;-1.18227;-80.77734;Rio Salado;MANABI;MONTECRIST
9027480;-1.17338;-77.67412;Rio Arajun;PASTAZA;ARAJUNO
9027492;-1.23332;-78.54393;Rio Ambato;TUNGURAHUA;AMBATO
9027493;-1.22844;-76.73854;Rio Patabu;PASTAZA;ARAJUNO
9027500;-1.14573;-77.84413;Rio Ansu;NAPO;CARLOS JUL
9027503;-1.21805;-76.38302;Rio Tiri;ORELLANA;AGUARICO
9027510;-1.23691;-76.40118;Rio Aurino;ORELLANA;AGUARICO
9027516;-1.22506;-77.95348;Rio Piatua;PASTAZA;SANTA CLARA
9027522;-1.22943;-77.14027;Rio Curara;PASTAZA;ARAJUNO
9027523;-1.17902;-75.63552;;ORELLANA;AGUARICO
9027549;-1.23797;-76.15674;;ORELLANA;AGUARICO
9027556;-1.24745;-77.88501;Rio Ansu;PASTAZA;SANTA CLARA
9027557;-1.21863;-76.49874;;PASTAZA;ARAJUNO
9027561;-1.25044;-76.16554;;ORELLANA;AGUARICO
9027574;-1.24054;-78.99276;Rio Simiat;BOLIVAR;GUARANDA
9027575;-1.25846;-77.89272;Rio Llandi;PASTAZA;SANTA CLARA
9027590;-1.25426;-78.68708;Rio Alajua;TUNGURAHUA;AMBATO
9027591;-1.24465;-78.60819;Rio Ambato;TUNGURAHUA;AMBATO
9027598;-1.24153;-80.42032;Rio Sucre;MANABI;24 DE MAYO
9027599;-1.25243;-76.38882;Rio Aurino;ORELLANA;AGUARICO
9027605;-1.2053;-79.90804;Rio Daule;GUAYAS;BALZAR
9027606;-1.20617;-79.84759;Estero Los;GUAYAS;BALZAR
9027609;-1.26833;-79.88833;;GUAYAS;BALZAR
9027610;-1.1631;-79.77972;Rio Congo;GUAYAS;BALZAR
9027613;-1.23037;-77.31193;Rio Curara;PASTAZA;ARAJUNO
9027614;-1.26294;-76.42591;Rio Conona;ORELLANA;AGUARICO
9027626;-1.25258;-77.71591;Rio Huapun;PASTAZA;ARAJUNO
9027630;-1.22438;-80.69889;Rio Siete;MANABI;JIPIJAPA
9027632;-1.27496;-77.96386;Rio Chonta;PASTAZA;MERA
9027633;-1.25976;-77.92871;Rio Anzu;PASTAZA;SANTA CLARA
9027634;-1.26596;-76.14024;Rio Bameno;ORELLANA;AGUARICO
9027638;-1.24014;-80.44741;Estero Nar;MANABI;24 DE MAYO
9027639;-1.2542;-77.29549;;PASTAZA;ARAJUNO
9027640;-1.25803;-77.15797;Rio Tigeno;PASTAZA;ARAJUNO
9027645;-1.2489;-76.60541;Rio Tigino;PASTAZA;ARAJUNO
9027646;-1.26913;-76.48427;Rio Tigino;PASTAZA;ARAJUNO
9027651;-1.26672;-78.82593;Rio Calama;TUNGURAHUA;AMBATO
9027661;-1.28055;-78.74426;Rio Ambato;TUNGURAHUA;AMBATO
9027676;-1.28493;-77.24479;;PASTAZA;ARAJUNO
9027699;-1.29312;-76.24292;;ORELLANA;AGUARICO
9027713;-1.23692;-79.32564;Rio Umbe;BOLIVAR;LAS NAVES
9027714;-1.28506;-77.46919;Rio Anangu;PASTAZA;ARAJUNO
9027719;-1.291;-76.18717;Rio Conona;PASTAZA;ARAJUNO
9027749;-1.29576;-77.59825;Rio Oglan;PASTAZA;ARAJUNO
9027750;-1.284;-77.52411;Rio Curara;PASTAZA;ARAJUNO
9027755;-1.29089;-76.34233;Rio Conona;ORELLANA;AGUARICO
9027756;-1.30026;-76.26093;;PASTAZA;ARAJUNO
9027762;-1.2669;-79.21989;Rio Suquib;BOLIVAR;GUARANDA
9027782;-1.15758;-77.29065;Rio Nushin;PASTAZA;ARAJUNO
9027798;-1.25604;-78.22586;Rio Topo;TUNGURAHUA;BAÑOS
9027799;-1.2839;-78.18509;Rio Negro;TUNGURAHUA;BAÑOS
9027805;-1.31302;-75.61822;;ORELLANA;AGUARICO
9027810;-1.28888;-77.06683;;PASTAZA;ARAJUNO
9027811;-1.32309;-77.01001;Rio Curara;PASTAZA;ARAJUNO
9027833;-1.32283;-76.99459;Rio Curara;PASTAZA;ARAJUNO
9027834;-1.32965;-75.64033;;ORELLANA;AGUARICO
9027841;-1.23415;-80.01605;Rio Pucon;MANABI;SANTA ANA
9027842;-1.31732;-77.14324;Rio Chalhu;PASTAZA;ARAJUNO
9027857;-1.29435;-79.67452;;LOS RIOS;PALENQUE
9027858;-1.29736;-79.63595;Estero Las;LOS RIOS;PALENQUE
9027874;-1.29362;-80.01847;Rio Chicom;GUAYAS;BALZAR
9027875;-1.32323;-76.69239;Rio Cunchi;PASTAZA;ARAJUNO
9027876;-1.32834;-76.32404;Rio Careno;PASTAZA;ARAJUNO
9027888;-1.34391;-79.94013;;GUAYAS;BALZAR
9027899;-1.27702;-77.77456;Rio Arajun;PASTAZA;ARAJUNO
9027907;-1.18644;-79.71024;Rio Macul;LOS RIOS;PALENQUE
9027908;-1.35396;-77.83289;Rio Shanca;PASTAZA;SANTA CLARA
9027916;-1.34489;-79.91755;;GUAYAS;BALZAR
9027917;-1.3165;-79.89421;Rio Daule;GUAYAS;BALZAR
9027918;-1.28397;-79.72972;Rio Maculi;LOS RIOS;PALENQUE
9027932;-1.25275;-79.40028;Rio Calabi;LOS RIOS;QUINSALOMA
9027933;-1.32896;-79.3873;Rio Umba;LOS RIOS;VENTANAS
9027934;-1.3358;-77.60259;Rio Curara;PASTAZA;ARAJUNO
9027959;-1.32385;-75.54319;;ORELLANA;AGUARICO
9027968;-1.36708;-79.40375;Rio Zapota;LOS RIOS;VENTANAS
9027969;-1.35606;-79.32905;Rio Runaya;LOS RIOS;VENTANAS
9027974;-1.32334;-77.98802;Rio Ansu;PASTAZA;PASTAZA
9027975;-1.35546;-75.58627;;ORELLANA;AGUARICO
9027985;-1.35695;-79.70499;Estero Pen;LOS RIOS;PALENQUE
9027991;-1.19134;-79.52255;Rio Queved;LOS RIOS;MOCACHE
9027996;-1.35578;-76.96792;Rio Curara;PASTAZA;ARAJUNO
9028008;-1.36992;-77.82785;Rio Arajun;PASTAZA;PASTAZA
9028019;-1.3288;-78.85576;Rio Ambato;TUNGURAHUA;AMBATO
9028021;-1.37055;-80.67815;Rio Jipija;MANABI;JIPIJAPA
9028041;-1.33102;-78.40102;Rio Muyo;TUNGURAHUA;BAÑOS
9028062;-1.37907;-80.26644;Rio Calvo;MANABI;OLMEDO
9028082;-1.3836;-77.17842;Rio Mander;PASTAZA;ARAJUNO
9028083;-1.39462;-76.96649;Rio Villan;PASTAZA;ARAJUNO
9028087;-1.31829;-78.50578;Rio Patate;TUNGURAHUA;PATATE
9028088;-1.36366;-78.31028;Rio Verde;TUNGURAHUA;BAÑOS
9028091;-1.39504;-78.43129;Rio Pastaz;TUNGURAHUA;BAÑOS
9028095;-1.40195;-78.34474;Rio Pastaz;TUNGURAHUA;BAÑOS
9028099;-1.37128;-78.21039;Rio Topo;TUNGURAHUA;BAÑOS
9028100;-1.41042;-78.18917;Rio Pastaz;TUNGURAHUA;BAÑOS
9028101;-1.40502;-78.18734;Rio Zunac;TUNGURAHUA;BAÑOS
9028107;-1.33163;-79.44276;Rio Lechug;LOS RIOS;VENTANAS
9028108;-1.391;-79.42116;Rio Zapota;LOS RIOS;VENTANAS
9028109;-1.38869;-75.53237;;ORELLANA;AGUARICO
9028110;-1.40658;-75.51701;;ORELLANA;AGUARICO
9028124;-1.35756;-80.09419;Rio Puca;GUAYAS;BALZAR
9028125;-1.4112;-78.24681;Rio Pastaz;TUNGURAHUA;BAÑOS
9028134;-1.40481;-80.274;Rio Los Li;MANABI;24 DE MAYO
9028135;-1.4091;-80.2467;Rio Calvo;MANABI;OLMEDO
9028150;-1.40537;-79.19951;Rio Soloma;BOLIVAR;GUARANDA
9028155;-1.40424;-77.08665;;PASTAZA;ARAJUNO
9028171;-1.40287;-76.89088;;PASTAZA;ARAJUNO
9028185;-1.42045;-79.44048;Rio Zapota;LOS RIOS;VENTANAS
9028199;-1.42579;-76.81042;Rio Curara;PASTAZA;PASTAZA
9028226;-1.34683;-78.60399;Rio Quero;TUNGURAHUA;CEVALLOS
9028236;-1.43696;-76.75786;Rio Curara;PASTAZA;PASTAZA
9028237;-1.43587;-76.02242;Rio Ashmah;PASTAZA;ARAJUNO
9028238;-1.42096;-75.98197;;PASTAZA;ARAJUNO
9028271;-1.43337;-79.33396;Rio Soloma;LOS RIOS;VENTANAS
9028310;-1.45679;-76.97198;;PASTAZA;PASTAZA
9028317;-1.45033;-76.89057;;PASTAZA;PASTAZA
9028329;-1.4525;-80.0394;;GUAYAS;COLIMES
9028332;-1.47431;-80.05968;;GUAYAS;COLIMES
9028337;-1.45955;-76.75283;Rio Papaya;PASTAZA;PASTAZA
9028339;-1.45666;-77.33977;Rio Callan;PASTAZA;ARAJUNO
9028340;-1.47027;-76.95631;;PASTAZA;PASTAZA
9028345;-1.4569;-79.20366;Rio Limon;BOLIVAR;GUARANDA
9028349;-1.44754;-77.12233;;PASTAZA;PASTAZA
9028382;-1.41728;-79.85197;Rio Macul;LOS RIOS;PALENQUE
9028383;-1.47624;-79.8605;Rio Bobo;LOS RIOS;VINCES
9028409;-1.47162;-77.4206;Rio Lliqui;PASTAZA;ARAJUNO
9028419;-1.47447;-75.9474;;PASTAZA;ARAJUNO
9028435;-1.46475;-76.67735;Rio Curara;PASTAZA;ARAJUNO
9028442;-1.46676;-79.45085;;LOS RIOS;VENTANAS
9028443;-1.48489;-79.39253;Rio Las Pi;LOS RIOS;VENTANAS
9028461;-1.47852;-76.0784;Rio Indill;PASTAZA;ARAJUNO
9028467;-1.48853;-77.52979;Rio Villan;PASTAZA;ARAJUNO
9028474;-1.50181;-77.2883;;PASTAZA;ARAJUNO
9028483;-1.45813;-78.50409;Rio Chambo;CHIMBORAZO;PENIPE
9028504;-1.50589;-76.57245;Rio Curara;PASTAZA;PASTAZA
9028508;-1.525;-76.53917;;PASTAZA;PASTAZA
9028509;-1.50395;-80.0497;Estero Seq;GUAYAS;COLIMES
9028521;-1.52646;-80.02374;Rio Pajan;GUAYAS;COLIMES
9028526;-1.5259;-76.54735;;PASTAZA;PASTAZA
9028527;-1.52839;-76.54259;;PASTAZA;PASTAZA
9028529;-1.47086;-80.32835;Rio Guinea;MANABI;24 DE MAYO
9028553;-1.51282;-80.70256;Rio Julcuy;MANABI;JIPIJAPA
9028567;-1.47406;-79.95099;Rio Daule;GUAYAS;BALZAR
9028579;-1.5143;-76.92408;Rio Namoya;PASTAZA;PASTAZA
9028581;-1.3858;-75.84821;Rio Conona;PASTAZA;ARAJUNO
9028594;-1.51156;-75.77816;;PASTAZA;ARAJUNO
9028651;-1.52923;-78.44743;Rio Puela;CHIMBORAZO;PENIPE
9028664;-1.54353;-76.6476;Rio Maraym;PASTAZA;PASTAZA
9028671;-1.54906;-80.20126;Rio Lascan;MANABI;PAJAN
9028676;-1.53385;-79.86993;;LOS RIOS;VINCES
9028677;-1.5711;-79.84947;;LOS RIOS;VINCES
9028682;-1.54104;-75.85242;Rio Ashmah;PASTAZA;ARAJUNO
9028702;-1.56403;-79.20134;Rio Tablas;BOLIVAR;CALUMA
9028709;-1.56231;-80.10256;Rio Lascan;GUAYAS;COLIMES
9028715;-1.57662;-75.73634;;PASTAZA;ARAJUNO
9028719;-1.58201;-79.18072;Rio Escale;BOLIVAR;CALUMA
9028743;-1.56397;-79.38582;Rio Salamp;LOS RIOS;URDANETA
9028744;-1.58821;-79.39076;Rio Potosi;LOS RIOS;URDANETA
9028757;-1.5774;-75.6017;;;
9028762;-1.56018;-78.53472;Rio Chambo;CHIMBORAZO;GUANO
9028766;-1.521;-80.43638;Rio Pajan;MANABI;PAJAN
9028767;-1.58893;-75.66046;;PASTAZA;PASTAZA
9028782;-1.56172;-76.01935;Rio Balata;PASTAZA;ARAJUNO
9028791;-1.55663;-79.45139;Rio Las Pi;LOS RIOS;URDANETA
9028797;-1.60302;-79.42596;Rio Pijull;LOS RIOS;URDANETA
9028811;-1.51649;-79.0244;Rio Salina;BOLIVAR;GUARANDA
9028812;-1.55333;-78.96924;Rio Guaran;BOLIVAR;GUARANDA
9028814;-1.60819;-76.94083;;PASTAZA;PASTAZA
9028824;-1.615;-79.00167;Rio Chimbo;BOLIVAR;GUARANDA
9028825;-1.60938;-78.94864;Rio La Esp;BOLIVAR;GUARANDA
9028833;-1.60468;-75.69892;;PASTAZA;ARAJUNO
9028839;-1.6024;-78.09513;Rio Cuyuim;MORONA SANTIAGO;PALORA
9028845;-1.6097;-76.86395;Rio Pintoy;PASTAZA;PASTAZA
9028858;-1.62112;-76.98984;Rio Namoya;PASTAZA;PASTAZA
9028859;-1.6194;-76.94234;;PASTAZA;PASTAZA
9028865;-1.5745;-76.38757;Rio Curara;PASTAZA;ARAJUNO
9028882;-1.60108;-78.65751;Rio Guano;CHIMBORAZO;GUANO
9028883;-1.5162;-76.26556;Rio Yanaya;PASTAZA;ARAJUNO
9028884;-1.6162;-76.01794;Rio Curara;PASTAZA;ARAJUNO
9028896;-1.63576;-78.59948;;CHIMBORAZO;GUANO
9028897;-1.63059;-77.03996;;PASTAZA;PASTAZA
9028900;-1.63487;-80.01649;;GUAYAS;COLIMES
9028901;-1.59434;-79.99606;Rio Daule;GUAYAS;COLIMES
9028908;-1.56852;-78.20927;Rio Las Ju;MORONA SANTIAGO;PALORA
9028911;-1.63455;-76.98537;Rio Pintoy;PASTAZA;PASTAZA
9028916;-1.63175;-78.11375;Rio Llushi;MORONA SANTIAGO;PALORA
9028921;-1.52001;-79.64169;Rio Abas;LOS RIOS;BABA
9028922;-1.56184;-79.56911;Estero Hed;LOS RIOS;PUEBLOVIEJ
9028925;-1.63919;-76.82555;Rio Guayus;PASTAZA;PASTAZA
9028926;-1.63869;-76.26141;Quebrada N;PASTAZA;PASTAZA
9028940;-1.62474;-78.55952;Rio Chambo;CHIMBORAZO;GUANO
9028941;-1.64217;-76.0511;Rio Curara;PASTAZA;ARAJUNO
9028945;-1.64222;-78.58672;Rio Guano;CHIMBORAZO;RIOBAMBA
9028949;-1.64262;-77.0724;;PASTAZA;PASTAZA
9028961;-1.64875;-78.15987;;MORONA SANTIAGO;PALORA
9028966;-1.62816;-80.46096;Rio De Gom;MANABI;PAJAN
9028971;-1.63718;-77.95235;;PASTAZA;MERA
9028972;-1.56016;-77.94378;Rio Puyo;PASTAZA;PASTAZA
9028974;-1.65557;-77.92816;;PASTAZA;MERA
9028975;-1.62154;-78.51916;Rio Blanco;CHIMBORAZO;RIOBAMBA
9028976;-1.64074;-75.75688;;PASTAZA;ARAJUNO
9028982;-1.61728;-80.28286;Rio Pajan;MANABI;PAJAN
9028984;-1.61299;-78.78466;Rio Chimbo;CHIMBORAZO;RIOBAMBA
9029003;-1.64164;-78.07537;Rio Llushi;MORONA SANTIAGO;PALORA
9029004;-1.63223;-79.47022;;LOS RIOS;URDANETA
9029005;-1.63443;-79.45183;;LOS RIOS;URDANETA
9029018;-1.66047;-78.0518;Rio Chuya;MORONA SANTIAGO;PALORA
9029023;-1.66873;-78.03054;;MORONA SANTIAGO;PALORA
9029024;-1.52291;-78.0924;Rio Pastaz;MORONA SANTIAGO;PALORA
9029030;-1.66229;-80.75824;Rio Blanco;MANABI;PUERTO LOP
9029044;-1.6337;-80.65203;Rio Pinas;MANABI;JIPIJAPA
9029045;-1.67182;-80.65445;Rio Ayampe;MANABI;JIPIJAPA
9029055;-1.66844;-77.98008;Rio Pastaz;PASTAZA;MERA
9029056;-1.66629;-77.91578;;MORONA SANTIAGO;PALORA
9029059;-1.64228;-75.88523;;PASTAZA;ARAJUNO
9029060;-1.64784;-75.69761;;PASTAZA;PASTAZA
9029067;-1.66608;-76.05943;Rio Aymo;PASTAZA;PASTAZA
9029068;-1.67614;-80.78575;Rio Ayampe;MANABI;PUERTO LOP
9029072;-1.65664;-76.32482;;PASTAZA;PASTAZA
9029083;-1.65124;-79.00552;Rio Chimbo;BOLIVAR;GUARANDA
9029084;-1.67777;-77.92397;;MORONA SANTIAGO;PALORA
9029087;-1.67643;-80.71173;Rio Ayampe;SANTA ELENA;SANTA ELENA
9029102;-1.59784;-77.69697;Rio Bobona;PASTAZA;PASTAZA
9029110;-1.6809;-78.97789;Rio San Lo;BOLIVAR;GUARANDA
9029138;-1.67076;-80.59493;Rio Ayampe;MANABI;JIPIJAPA
9029139;-1.68414;-80.64035;Rio Chico;MANABI;JIPIJAPA
9029147;-1.6829;-79.45771;;LOS RIOS;BABAHOYO
9029153;-1.65027;-76.15925;Rio Curara;PASTAZA;PASTAZA
9029155;-1.6444;-76.72259;Rio Pintoy;PASTAZA;PASTAZA
9029160;-1.67486;-76.27692;;PASTAZA;PASTAZA
9029165;-1.65408;-79.34065;Rio Caluma;LOS RIOS;BABAHOYO
9029200;-1.68173;-78.59812;Rio Chambo;CHIMBORAZO;RIOBAMBA
9029201;-1.70888;-76.70012;;PASTAZA;PASTAZA
9029202;-1.71121;-76.66929;Rio Suyaya;PASTAZA;PASTAZA
9029208;-1.68939;-78.77077;Rio Sicalp;CHIMBORAZO;COLTA
9029221;-1.68307;-80.00903;Rio Daule;GUAYAS;SANTA LUCIA
9029223;-1.67552;-78.68727;Rio Chibun;CHIMBORAZO;RIOBAMBA
9029224;-1.71619;-78.62069;Rio Chibun;CHIMBORAZO;CHAMBO
9029229;-1.72071;-78.62751;Quebrada C;CHIMBORAZO;RIOBAMBA
9029230;-1.68489;-75.82921;;PASTAZA;PASTAZA
9029232;-1.71301;-79.88947;Estero San;GUAYAS;SANTA LUCIA
9029233;-1.65296;-79.8626;Rio Pula;GUAYAS;SALITRE
9029234;-1.72012;-76.68717;;PASTAZA;PASTAZA
9029249;-1.70693;-80.05697;Estero Cas;GUAYAS;SANTA LUCIA
9029250;-1.69614;-78.0445;Rio Amunda;MORONA SANTIAGO;PALORA
9029256;-1.53609;-79.758;Rio Vinces;LOS RIOS;VINCES
9029257;-1.72016;-79.77843;;LOS RIOS;VINCES
9029264;-1.71445;-76.62896;;PASTAZA;PASTAZA
9029285;-1.68123;-79.26276;Rio Telimb;LOS RIOS;MONTALVO
9029286;-1.70552;-77.14963;Rio Conamb;PASTAZA;PASTAZA
9029287;-1.65616;-77.22828;Rio Marati;PASTAZA;PASTAZA
9029292;-1.73408;-79.29862;Rio San An;LOS RIOS;MONTALVO
9029299;-1.73625;-77.11208;Rio Conamb;PASTAZA;PASTAZA
9029302;-1.73253;-77.1695;Rio Jandia;PASTAZA;PASTAZA
9029304;-1.71906;-77.5968;Rio Yatapi;PASTAZA;PASTAZA
9029354;-1.74625;-78.31874;Rio Collan;MORONA SANTIAGO;PABLO SEXT
9029355;-1.7494;-78.30162;Rio Collan;MORONA SANTIAGO;PABLO SEXT
9029369;-1.75054;-76.82111;Rio Villag;PASTAZA;PASTAZA
9029380;-1.73131;-79.67577;Rio Arenal;LOS RIOS;BABA
9029381;-1.69871;-79.64626;;LOS RIOS;BABA
9029421;-1.73803;-79.47468;;LOS RIOS;BABAHOYO
9029426;-1.7291;-78.11929;Rio Chuya;MORONA SANTIAGO;PALORA
9029429;-1.74659;-80.0087;Rio Daule;GUAYAS;SANTA LUCIA
9029432;-1.75744;-76.86375;Rio Curitz;PASTAZA;PASTAZA
9029443;-1.76657;-78.30288;Rio Collan;MORONA SANTIAGO;PABLO SEXT
9029454;-1.78006;-80.04357;;GUAYAS;SANTA LUCIA
9029484;-1.78335;-78.34471;Rio Palora;MORONA SANTIAGO;PABLO SEXT
9029487;-1.75152;-76.53508;;PASTAZA;PASTAZA
9029488;-1.76098;-76.4691;Rio Pumaya;PASTAZA;PASTAZA
9029497;-1.78776;-80.01973;;GUAYAS;SANTA LUCIA
9029498;-1.79348;-79.53605;;LOS RIOS;BABAHOYO
9029499;-1.78648;-79.51179;Rio Clemen;LOS RIOS;BABAHOYO
9029512;-1.70865;-77.38681;Rio Jatuni;PASTAZA;PASTAZA
9029513;-1.74541;-77.28279;;PASTAZA;PASTAZA
9029526;-1.77069;-80.22041;Rio Jerusa;GUAYAS;PEDRO CARB
9029538;-1.79807;-78.29036;Rio Palora;MORONA SANTIAGO;PABLO SEXT
9029543;-1.77842;-76.6857;Rio Guayus;PASTAZA;PASTAZA
9029581;-1.79078;-80.30679;Estero de;GUAYAS;PEDRO CARB
9029582;-1.7923;-79.47072;;LOS RIOS;BABAHOYO
9029583;-1.81458;-79.44625;;LOS RIOS;MONTALVO
9029584;-1.77975;-79.41553;;LOS RIOS;BABAHOYO
9029596;-1.81617;-80.30434;Rio Pedro;GUAYAS;PEDRO CARB
9029601;-1.79797;-80.3548;Rio Pedro;GUAYAS;PEDRO CARB
9029602;-1.80316;-80.08099;Estero Loc;GUAYAS;LOMAS DE SARGENTILLO
9029626;-1.78741;-79.36387;;LOS RIOS;MONTALVO
9029645;-1.7743;-78.60061;Rio Chambo;CHIMBORAZO;RIOBAMBA
9029655;-1.82494;-80.28253;Rio Pedro;GUAYAS;PEDRO CARB
9029667;-1.80795;-76.1202;;PASTAZA;PASTAZA
9029668;-1.82423;-76.09859;;PASTAZA;PASTAZA
9029670;-1.82311;-80.23468;Rio Pedro;GUAYAS;PEDRO CARB
9029680;-1.79814;-79.62385;Rio Pueblo;LOS RIOS;BABAHOYO
9029690;-1.82468;-78.21875;Rio Palora;MORONA SANTIAGO;PABLO SEXT
9029697;-1.82979;-79.5707;Rio Babaho;LOS RIOS;BABAHOYO
9029708;-1.82211;-80.15224;Rio Pedro;GUAYAS;PEDRO CARB
9029710;-1.82892;-78.28568;Rio Santa;MORONA SANTIAGO;PABLO SEXT
9029711;-1.8252;-77.89579;Rio Nayana;MORONA SANTIAGO;PALORA
9029716;-1.84037;-80.40724;Rio Blanco;GUAYAS;PEDRO CARB
9029717;-1.83682;-80.34327;Rio Villao;GUAYAS;PEDRO CARB
9029733;-1.84183;-80.29274;Rio El Gua;GUAYAS;PEDRO CARB
9029734;-1.81798;-80.00383;;GUAYAS;DAULE
9029742;-1.84105;-79.42337;;LOS RIOS;MONTALVO
9029743;-1.80111;-79.28794;Rio Crista;LOS RIOS;MONTALVO
9029754;-1.85526;-77.88426;;MORONA SANTIAGO;HUAMBOYA
9029765;-1.85347;-78.19452;Rio Coco;MORONA SANTIAGO;PABLO SEXT
9029766;-1.85834;-77.85187;;MORONA SANTIAGO;PALORA
9029767;-1.77281;-77.86987;Rio Pastaz;MORONA SANTIAGO;PALORA
9029772;-1.86022;-79.37942;;LOS RIOS;MONTALVO
9029777;-1.86405;-78.75855;Rio Sasapu;CHIMBORAZO;COLTA
9029778;-1.82818;-76.44776;Rio Pintoy;PASTAZA;PASTAZA
9029779;-1.85599;-76.41463;;PASTAZA;PASTAZA
9029780;-1.84903;-78.60291;Rio Chambo;CHIMBORAZO;RIOBAMBA
9029787;-1.85552;-80.04231;Rio Magro;GUAYAS;DAULE
9029792;-1.85661;-80.1421;Rio Bachil;GUAYAS;ISIDRO AYO
9029799;-1.7651;-77.4255;Rio Bobona;PASTAZA;PASTAZA
9029800;-1.8102;-76.88447;Rio Chinga;PASTAZA;PASTAZA
9029806;-1.86985;-77.30972;;PASTAZA;PASTAZA
9029809;-1.869;-79.3515;;LOS RIOS;MONTALVO
9029810;-1.86303;-79.3188;Rio Las Ba;LOS RIOS;MONTALVO
9029818;-1.8305;-76.94789;Rio Conamb;PASTAZA;PASTAZA
9029819;-1.85776;-76.12013;Rio Illine;PASTAZA;PASTAZA
9029822;-1.87206;-78.76837;Rio Llinll;CHIMBORAZO;COLTA
9029823;-1.86063;-78.16072;Rio Palora;MORONA SANTIAGO;PABLO SEXT
9029827;-1.87433;-80.18619;Estero Las;GUAYAS;PEDRO CARB
9029833;-1.86518;-80.39774;Rio Cade;GUAYAS;PEDRO CARB
9029834;-1.87287;-78.61816;Rio Cebada;CHIMBORAZO;GUAMOTE
9029838;-1.86084;-78.02078;Rio Palora;MORONA SANTIAGO;PABLO SEXT
9029839;-1.85646;-76.19586;Rio Illine;PASTAZA;PASTAZA
9029853;-1.86321;-79.64762;Rio Babaho;LOS RIOS;BABA
9029868;-1.86747;-78.52919;Rio Alao;CHIMBORAZO;RIOBAMBA
9029872;-1.87828;-78.74162;Rio Columb;CHIMBORAZO;COLTA
9029873;-1.86752;-78.72663;Rio Guashi;CHIMBORAZO;COLTA
9029879;-1.87945;-77.93694;Rio Namaki;MORONA SANTIAGO;PABLO SEXT
9029886;-1.83181;-79.7564;;GUAYAS;SALITRE
9029900;-1.88849;-79.66169;;LOS RIOS;BABA
9029929;-1.89903;-79.60947;Rio Jujan;LOS RIOS;BABAHOYO
9029932;-1.87803;-79.99583;Rio Daule;GUAYAS;DAULE
9029940;-1.85141;-77.24816;Rio Jatuni;PASTAZA;PASTAZA
9029952;-1.8098;-79.91461;Rio Pula;GUAYAS;DAULE
9029953;-1.90209;-79.90976;;GUAYAS;DAULE
9029956;-1.86403;-75.89753;Quebrada A;PASTAZA;PASTAZA
9029965;-1.90641;-80.03019;Estero Bij;GUAYAS;NOBOL
9029966;-1.89368;-77.25983;Rio Bobona;PASTAZA;PASTAZA
9029968;-1.9098;-75.89279;;PASTAZA;PASTAZA
9029979;-1.88931;-77.82666;Rio Pastaz;PASTAZA;PASTAZA
9030000;-1.87708;-76.68082;Rio Conamb;PASTAZA;PASTAZA
9030020;-1.89393;-78.67315;Rio Guamot;CHIMBORAZO;GUAMOTE
9030021;-1.91418;-78.71836;Rio Columb;CHIMBORAZO;COLTA
9030031;-1.92941;-76.63194;;PASTAZA;PASTAZA
9030040;-1.80477;-79.01454;Rio Chimbo;BOLIVAR;SAN MIGUEL
9030043;-1.91615;-79.9994;Rio Daule;GUAYAS;DAULE
9030051;-1.92948;-80.69429;Rio Califo;SANTA ELENA;SANTA ELENA
9030052;-1.906;-78.93902;Rio Pangor;CHIMBORAZO;COLTA
9030056;-1.92677;-77.84002;;MORONA SANTIAGO;HUAMBOYA
9030086;-1.91762;-76.36433;;PASTAZA;PASTAZA
9030087;-1.92855;-76.28718;Quebrada B;PASTAZA;PASTAZA
9030096;-1.94222;-80.0048;;GUAYAS;NOBOL
9030110;-1.90233;-78.56032;Rio Huarga;CHIMBORAZO;GUAMOTE
9030127;-1.92025;-77.07707;;PASTAZA;PASTAZA
9030128;-1.94369;-77.00813;;PASTAZA;PASTAZA
9030145;-1.90747;-79.19431;Rio Dulcep;BOLIVAR;CHILLANES
9030161;-1.93826;-79.95896;Rio Pula;GUAYAS;DAULE
9030179;-1.84224;-77.64478;Rio Copota;PASTAZA;PASTAZA
9030183;-1.93456;-80.07636;;GUAYAS;ISIDRO AYO
9030191;-1.94803;-79.74725;Estero Gua;GUAYAS;SAMBORONDON
9030192;-1.945;-76.20244;Rio Pintoy;PASTAZA;PASTAZA
9030193;-1.92563;-76.10797;Rio Illine;PASTAZA;PASTAZA
9030196;-1.96708;-79.99938;;GUAYAS;DAULE
9030197;-1.97233;-79.77599;Estero Sap;GUAYAS;SAMBORONDON
