basin;code;name;latitude;longitude;elevation;comid;river;location1;location2;alert
CHIRA;H0621;JORUPE EN AMALUZA;-4.581285;-79.433684;1762;9040740;RIO AMALUZA;LOJA;ESPINDOLA;R0
CATAMAYO;H0622;Malacatus en Malacatus;-4.216666667;-79.25444444;1657;9039213;RIO MALACATOS;LOJA;LOJA;R0
JUBONES;H0625;ALAMOR EN PTE.MERCADILLO;-4.032916;-80.009334;1080;9038824;RIO MALATANGA;LOJA;SARAGURO;R0
CATAMAYO;H0626;MACARA EN PTE. INTERNACIONAL;-4.392305;-79.963528;435;9039887;RIO MACARA;LOJA;MACARA;R0
CATAMAYO;H0628;CATAMAYO DJ GUAYABAL;-4.007083;-79.412077;1120;9038261;RIO CATAMAYO;LOJA;CATAMAYO;R0
AGUARICO;H0682;Due AJ Aguarico;0.027777778;-77.39045016;0;9023501;RIO DUE;SUCUMBIOS;GONZALO PIZARRO;R0
NAPO;H0714;COCA EN SAN RAFAEL;-0.101167;-77.578667;1160;9024121;RIO QUIJOS;NAPO;EL CHACO;R0
NAPO;H0718;QUIJOS EN BAEZA;-0.456251;-77.885416;1770;9024983;RIO QUIJOS;NAPO;QUIJOS;R0
NAPO;H0719;QUIJOS DJ OYACACHI;-0.30616;-77.770326;1490;9024502;RIO QUIJOS;NAPO;EL CHACO;R0
NAPO;H0720;MISAHUALLI EN COTUNDO;-0.84625;-77.79875;800;9026643;RIO MISAHUALLI;NAPO;ARCHIDONA;R0
NAPO;H0721;JATUNYACU DJ ILOCULIN;-1.087917;-77.918865;570;9027000;RIO JATUNYACU;NAPO;TENA;R0
NAPO;H0722;YANAHURCO DJ VALLE;-0.694175;-78.283325;3590;9025708;RIO VALLE;NAPO;ARCHIDONA;R0
NAPO;H0723;BORJA AJ QUIJOS;-0.437916661;-77.81875001;1620;9024980;RIO BORJA;NAPO;QUIJOS;R0
NAPO;H0724;Sardinas AJ Quijos;-0.382083327;-77.82541667;1195;9024730;RIO SARDINAS GRANDE;NAPO;EL CHACO;R0
NAPO;H0726;Coca AJ Malo;-0.152083327;-77.63208334;1250;9024121;RIO QUIJOS;NAPO;EL CHACO;R0
NAPO;H0728;SALADO AJ COCA(AJ GUAYTARINGO);-0.196249994;-77.70125001;1480;9024126;RIO SALADO;NAPO;EL CHACO;R0
NAPO;H0729;OYACACHI AJ QUIJOS;-0.32541666;-77.81041667;1520;9024515;RIO OYACACHI;NAPO;EL CHACO;R0
NAPO;H0731;COSANGA AJ QUIJOS;-0.469583;-77.85875;1740;9025492;RIO COSANGA;NAPO;QUIJOS;R0
NAPO;H0733;QUIJOS AJ BORJA;-0.407083;-77.829166;1635;9024860;RIO QUIJOS;NAPO;QUIJOS;R0
NAPO;H0735;COCA EN CODO SINCLAIR;-0.197083327;-77.68375001;0;9024121;RIO QUIJOS;NAPO;EL CHACO;R0
PASTAZA;H0764;CALAMACA DJ Q.HUARCUSACHA;-1.246389;-78.826111;3440;9027651;;TUNGURAHUA;AMBATO;R0
PASTAZA;H0772;PUMACUNCHI EN H.PATOCOCHA;-0.870142768;-78.63125001;2650;9026501;RIO PUMACUNCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0773;ALAQUEZ AJ CUTUCHI(COL.S.RODR);-0.902083327;-78.62458334;2700;9026346;RIO ALAQUEZ;COTOPAXI;LATACUNGA;R0
PASTAZA;H0774;CUTUCHI EN LATACUNGA;-0.936249994;-78.61791667;2590;9026502;RIO CUTUCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0775;PUMACUNCHI EN LATACUNGA;-0.896839789;-78.63125001;2600;9026501;RIO PUMACUNCHI;COTOPAXI;LATACUNGA;R0
NAPO;H0776;CUNUYACU EN LATACUNGA;-0.929801355;-78.61980137;2585;9026442;RIO YANAYACU;COTOPAXI;LATACUNGA;R0
PASTAZA;H0781;VERDE AJ PASTAZA;-1.400416;-78.29875;1495;9028088;RIO VERDE;TUNGURAHUA;BANOS DE AGUA SANTA;R0
PASTAZA;H0783;OZOGOCHE EN LOS LAGOS;-2.251111;-78.6;3756;9031172;;CHIMBORAZO;ALAUSI;R0
PASTAZA;H0785;CHIBUNGA EN CALPI;-1.651508516;-78.75067519;3020;9029223;RIO CHIBUNGA;CHIMBORAZO;RIOBAMBA;R0
PASTAZA;H0786;GUAMOTE AJ CEBADAS;-1.877917;-78.634222;2840;9030020;RIO GUAMOTE;CHIMBORAZO;GUAMOTE;R0
PASTAZA;H0787;ALAO EN HDA.ALAO;-1.877083;-78.511765;3200;9029868;RIO ALAO;CHIMBORAZO;RIOBAMBA;R0
PASTAZA;H0789;GUARGUALLA AJ CEBADAS;-1.869583;-78.60625;2828;9030110;RIO HUARGALLA;CHIMBORAZO;GUAMOTE;R0
PASTAZA;H0790;CEBADAS AJ GUAMOTE;-1.89625;-78.640417;2840;9030588;RIO CEBADAS;CHIMBORAZO;GUAMOTE;R0
PASTAZA;H0791;BALSACON EN SAN ANDRES;-1.572522;-78.714584;3112;9028882;RIO GUANO;CHIMBORAZO;GUANO;R0
PASTAZA;H0792;CUTUCHI AJ YANAYACU;-1.064583;-78.602917;2582;9026971;RIO CUTUCHI;COTOPAXI;SALCEDO;R0
PASTAZA;H0793;NAGSICHE PLTA.ELEC.CUSUBAMBA;-1.064454;-78.691954;2962;9026947;RIO NAGSICHE;COTOPAXI;SALCEDO;R0
PASTAZA;H0795;NEGRO AJ PUMACUNCHI;-0.77791666;-78.69091707;3060;9026501;RIO PUMACUCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0796;YANAYACU EN PTE.PUCARA;-1.083749993;-78.45875001;3095;9027022;RIO YANAYACU;TUNGURAHUA;SANTIAGO DE PILLARO;R0
PASTAZA;H0797;PANSACHI EN HDA.BAYOS;-0.810278;-78.464444;3574;9026111;RIO TULUGCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0798;PASTAZA AJ ENCANTO;-1.427917;-78.177917;1150;9029024;RIO PASTAZA;TUNGURAHUA;BANOS DE AGUA SANTA;R0
PASTAZA;H0800;PASTAZA EN BANOS;-1.39375;-78.424583;1841;9028091;RIO PASTAZA;TUNGURAHUA;BANOS DE AGUA SANTA;R0
PASTAZA;H0801;AMBATO EN AMBATO;-1.261249993;-78.66264691;2680;9027591;RIO AMBATO;TUNGURAHUA;AMBATO;R0
PASTAZA;H0817;PATATE DJ AMBATO;-1.234651;-78.536184;2243;9028087;RIO PATATE;TUNGURAHUA;SANTIAGO DE PILLARO;R0
PASTAZA;H0826;CHAMBO EN HAD.CAHUAJI;-1.455833;-78.5075;2295;9028483;RIO CHAMBO;CHIMBORAZO;PENIPE;R0
PASTAZA;H0839;MUYO  AJ PASTAZA;-1.368585696;-78.40275238;1700;9028041;RIO VERDE CHICO;TUNGURAHUA;BANOS DE AGUA SANTA;R0
PASTAZA;H0854;CUTUCHI EN CASPI;-0.74375;-78.607083;2930;9025994;RIO CUTUCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0857;ILLUCHI AJ CUTUCHI (CVA AMBATO);-0.982917;-78.602083;2712;9026657;RIO LLUCHI;COTOPAXI;LATACUNGA;R0
PASTAZA;H0860;AMBATO EN MARCOPAMBA;-1.28291666;-78.74125001;2960;9027661;RIO AMBATO;TUNGURAHUA;AMBATO;R0
PASTAZA;H0863;ALAQUEZ EN PUENTE (LAIGUA);-0.860503558;-78.60717024;0;9026346;RIO ALAQUEZ;COTOPAXI;LATACUNGA;R0
SANTIAGO;H0883;TUTANANGOZA EN SUCUA;-2.46541666;-78.17625001;1572;9032142;RIO TUTANANGOSA;MORONA SANTIAGO;SUCUA;R0
SANTIAGO;H0885;NANGARITZA AJ ZAMORA;-3.919594;-78.680417;870;9038185;RIO NANGARITZA;ZAMORA CHINCHIPE;PAQUISHA;R0
SANTIAGO;H0886;SABANILLA AJ ZAMORA;-4.037917;-79.008747;1080;9038539;RIO SABANILLA;ZAMORA CHINCHIPE;ZAMORA;R0
SANTIAGO;H0887;YACUAMBI AJ ZAMORA;-3.915418;-78.849481;961;9037867;RIO YACUAMBI;ZAMORA CHINCHIPE;ZAMORA;R0
SANTIAGO;H0888;ZAMORA DJ S.FRANCISCO;-3.955417;-79.027917;1590;9038312;RIO ZAMORA;ZAMORA CHINCHIPE;ZAMORA;R0
SANTIAGO;H0889;ZAMORA DJ SABANILLA (EN ZAMORA);-4.06375;-78.95125;902;9038463;RIO ZAMORA;ZAMORA CHINCHIPE;ZAMORA;R0
SANTIAGO;H0890;ZAMORA D.J. NANGARITZA;-3.764583;-78.64125;890;9037137;RIO ZAMORA;ZAMORA CHINCHIPE;YANTZAZA;R0
SANTIAGO;H0892;MAZAR AJ PAUTE;-2.57375;-78.64625;2126;9032447;RIO MAZAR;CANAR;AZOGUES;R0
SANTIAGO;H0893;YANUNCAY AJ TARQUI;-2.914128138;-79.01170519;2500;9033988;RIO YANUNCAY;AZUAY;CUENCA;R0
SANTIAGO;H0894;PAUTE EN PAUTE(DJ GUALACEO);-2.761291;-78.739625;2104;9033441;RIO PAUTE;AZUAY;PAUTE;R0
SANTIAGO;H0895;TOMEBAMBA EN MONAY;-2.896224;-78.967885;2353;9033646;RIO TOMEBAMBA;AZUAY;CUENCA;R0
SANTIAGO;H0896;MATADERO EN SAYAUSI;-2.878003;-79.068664;2602;9033645;RIO AMARILLO;AZUAY;CUENCA;R0
SANTIAGO;H0898;PAUTE DJ PALMIRA;-2.563283649;-78.55828366;2100;9032557;RIO PAUTE;CANAR;AZOQUES;R0
SANTIAGO;H0899;SAN FRANCISCO EN GUALACEO;-2.895417;-78.77125;2400;9033647;RIO SAN FRANCISCO;AZUAY;GUALACEO;R0
SANTIAGO;H0900;PAUTE AJ DUDAS;-2.689604;-78.624579;2000;9032911;RIO PAUTE;AZUAY;SEVILLA DE ORO;R0
SANTIAGO;H0901;CANAL SAYMIRIN;-2.760306332;-79.01208334;2900;9033537;RIO MACHANGARA;AZUAY;CUENCA;R0
SANTIAGO;H0902;DUDAS EN PINDILIG;-2.62875;-78.670417;2450;9032588;RIO DUDAS;CANAR;AZOGUES;R0
SANTIAGO;H0905;MACHANGARA AJ CHULCO;-2.736424581;-79.00375001;2915;9033537;RIO MACHANGARA;AZUAY;CUENCA;R0
SANTIAGO;H0906;JUVAL AJ PAUTE;-2.478749993;-78.60291667;1950;9032294;RIO JUVAL;CANAR;AZOGUES;R0
SANTIAGO;H0907;NAMANGOZA DJ UPANO;-2.762083;-78.270417;410;9033249;RIO NAMANGOZA;MORONA SANTIAGO;SANTIAGO;R0
SANTIAGO;H0908;UPANO DJ. TUTAMANGOZA;-2.63625;-78.19625;559;9032761;RIO UPANO;MORONA SANTIAGO;LOGRONO;R0
SANTIAGO;H0909;PAUTE AJ UPANO;-2.754583326;-78.28125001;413;9033058;RIO NAMANGOZA;MORONA SANTIAGO;SANTIAGO;R0
SANTIAGO;H0912;YACUAMBI EN LA PAZ;-3.730417;-78.885963;958;9037205;RIO YACUAMBI;ZAMORA CHINCHIPE;YACUAMBI;R0
SANTIAGO;H0913;PALMIRA AJ PAUTE;-2.489583326;-78.53875001;1910;9032324;RIO PALMIRA;CANAR;AZOGUES;R0
SANTIAGO;H0917;PAUTE DJ LLAVIRCAY;-2.644444444;-78.61708334;0;9032911;RIO PAUTE;AZUAY;SEVILLA DE ORO;R0
SANTIAGO;H0918;PAUTE AJ CARDENILLO;-2.572083327;-78.48458334;1130;9032557;RIO PAUTE;AZUAY;SEVILLA DE ORO;R0
SANTIAGO;H0927;CHUCHUMBLETZA AJ ZAMORA;-3.537083326;-78.53375001;850;9036525;RIO CHUCHUMBELTZA;ZAMORA CHINCHIPE;EL PANGUI;R0
SANTIAGO;H0929;COLLAY AJ PAUTE;-2.737538;-78.644124;2110;9033472;RIO COLLAY;AZUAY;SEVILLA DE ORO;R0
SANTIAGO;H0931;GUALACEO AJ PAUTE;-2.867917;-78.77125;2148;9033577;RIO GUALACEO;AZUAY;GUALACEO;R0
SANTIAGO;H0932;BURGAY AJ DELEG;-2.82159;-78.874918;2240;9033331;RIO BURGAY;AZUAY;PAUTE;R0
SANTIAGO;H0942;TARQUI DJ SHUCAY;-2.950661;-79.046494;2510;9033821;RIO SHUCAY;AZUAY;CUENCA;R0
PASTAZA;H0947;ALAQUEZ DJ BARRANCAS TOLUGCHE;-0.831107617;-78.54860763;3205;9026346;RIO ALAQUEZ;COTOPAXI;LATACUNGA;R0
