index,basin,code,name,latitude,longitude,elevation,comidant,comid,river,loc1,loc2,loc3,alert
194,SANTIAGO,H0907,NAMANGOZA DJ UPANO,-2.762083,-78.2704169999999,410,144746,9033249,Namangoza,Morona Santiago,Santiago,San Luis De El Acho,R0
195,SANTIAGO,H0908,UPANO DJ. TUTAMANGOZA,-2.63625,-78.19625,559,144658,9032761,Upano,Morona Santiago,Logrono,Logrono,R0
196,SANTIAGO,H0909,PAUTE AJ UPANO,-2.75458332628,-78.2812500057,413,144657,9033058,Namangoza,Morona Santiago,Santiago,Santiago De Mendez,R0
198,SANTIAGO,H0912,YACUAMBI EN LA PAZ,-3.730417,-78.885963,958,146477,9037205,Yacuambi,Zamora Chinchipe,Yacuambi,La Paz,R0
199,SANTIAGO,H0913,PALMIRA AJ PAUTE,-2.48958332604,-78.5387500058999,1910,0,9032324,Palmira,Canar,Azogues,Rivera,R0
200,SANTIAGO,H0917,PAUTE DJ LLAVIRCAY,-2.644444444,-78.6170833394999,0,144596,9032911,Paute,Azuay,Sevilla De Oro,Palmas,R0
201,SANTIAGO,H0918,PAUTE AJ CARDENILLO,-2.57208332661,-78.4845833387999,1130,144638,9032557,Paute,Azuay,Sevilla De Oro,Amaluza,R0
202,SANTIAGO,H0927,CHUCHUMBLETZA AJ ZAMORA,-3.53708332605,-78.5337500054999,850,146156,9036525,Chuchumbletza,Zamora Chinchipe,El Pangui,El Guisme,R0
203,SANTIAGO,H0929,COLLAY AJ PAUTE,-2.737538,-78.644124,2110,144776,9033472,Collay,Azuay,Sevilla De Oro,Palmas,R0
204,SANTIAGO,H0931,GUALACEO AJ PAUTE,-2.867917,-78.7712499999999,2148,145105,9033577,Gualaceo,Azuay,Gualaceo,Mariano Moreno,R0
205,SANTIAGO,H0932,BURGAY AJ DELEG,-2.82159,-78.8749179999999,2240,144810,9033331,Burgay,Azuay,Paute,San Cristobal,R0
206,SANTIAGO,H0942,TARQUI DJ SHUCAY,-2.950661,-79.0464939999999,2510,145174,9033821,Tarqui,Azuay,Cuenca,Banos,R0
207,PASTAZA,H0947,ALAQUEZ DJ BARRANCAS TOLUGCHE,-0.83110761659,-78.5486076284,3205,141777,9026346,Alaquez,Cotopaxi,Latacunga,Alaquez,R0
208,PASTAZA,H0954,CUTUCHI EN LASSO(DSF.ILESA),-0.755416660413,-78.6079166724999,2780,141776,9025994,Cutuchi,Cotopaxi,Latacunga,Mulalo,R0
209,PASTAZA,H0961,CUTUCHI CA S.A.DE CALLO,-0.739216339704,-78.6025496848999,2820,141776,9025994,Cutuchi,Cotopaxi,Latacunga,Mulalo,R0
210,CHINCHIPE,H0966,MAYO AJ QDA.ZUMBAYACU,-4.87375,-79.087083,0,148758,9042283,Mayo,Zamora Chinchipe,Chinchipe,Chito,R0
211,Portoviejo,H1081,PORTOVIEJO EN PICOAZA,-1.027083,-80.4795819999999,48,142193,9027275,Portoviejo,Manabi,Portoviejo,Portoviejo,R0
212,CHIRA,H1098,PISCOBAMBA EN MOYOCOCHA,-4.29375,-79.2720829999999,1490,147640,9039727,Piscobamba,Loja,Loja,Vilcabamba (Victoria),R0
213,Esmeraldas,H1101,PACHIJAL A.J. GUAYLLABAMBA,0.164583,-78.93625,520,140447,9023424,Pachijal,Pichincha,Distrito Metropolitano De Quito,Pacto,R0
214,Esmeraldas,H1102,CAONI A.J. BLANCO,0.120417,-79.2545829999999,140,140400,9023158,Caoni,Pichincha,Puerto Quito,Puerto Quito,R0
216,ESMERALDAS,H1118,QUININDE EN MATAMBA,0.082917,-79.597178,105,140510,9023250,Quininde,Esmeraldas,Quininde,Rosa Zarate (Quininde),R0
217,JUBONES,H1119,RIRCAY D.J. GIRAN,-3.25125,-79.214173,1110,145676,9035149,Rircay,Azuay,Giron,Asuncion,R0
218,ARENILLAS,H1120,RASPA EN ASERRIO,-3.399583,-79.807083,80,145909,9035869,San Agustin,El Oro,Pasaje,Buenavista,R0
219,CARCHI,H1125,CHALPATAN,0.732778,-77.802778,3268,0,9021237,Chalpatan,Carchi,Tulcan,Tufino,R0
220,NAPO,H1133,AGUARICO EN NUEVA LOJA (LA GABARRA),0.042336,-76.809003,299,140563,9023597,Aguarico,Sucumbios,Lago Agrio,Nueva Loja,R0
221,NAPO,H1134,COCA EN SAN SEBASTIAN,-0.342083,-77.0070829999999,320,141167,9024789,Coca,Orellana,La Joya De Los Sachas,San Sebastian Del Coca,R0
222,NAPO,H1135,NAPO EN FRANCISCO DE ORELLANA,-0.473256,-76.979088,330,141183,9025044,Napo,Orellana,Orellana,Puerto Francisco De Orellana (Coca),R0
223,NAPO,H1136,NAPO EN NUEVO ROCAFUERTE,-0.918551,-75.397282,180,141798,9026410,Napo,Orellana,Aguarico,Nuevo Rocafuerte,R0
224,CAYAPAS,H1139,SANTIAGO EN PTE. CARRETERA,1.072083,-78.901561,9,139171,9020332,Santiago,Esmeraldas,Eloy Alfaro,Maldonado,R0
225,CAYAPAS,H1140,CAYAPAS EN PTE. CARRETERA,1.057577,-78.984583,10,139257,9020565,Cayapas,Esmeraldas,Eloy Alfaro,Borbon,R0
227,CHIRA,H1142,CATAMAYO EN PTE. VICIN,-4.269275,-80.105416,257,147498,9039410,Catamayo,Loja,Zapotillo,Garzareal,R0
228,PASTAZA,H1143,AMBATO EN MANZANAHUAICO,-1.279583,-78.7608539999999,3150,142432,9027661,Ambato,Tungurahua,Ambato,San Fernando (Pasa San Fernando),R0
229,SANTIAGO,H1146,ZAMORA EN PUENTE JIMBILLA,-3.862083,-79.190881,2381,146744,9037783,Zamora,Loja,Loja,Jimbilla,R0
230,SANTIAGO,H1149,SANTIAGO EN BATALLON SANTIAGO,-3.052917,-78.0128559999999,420,145188,9034237,Santiago,Morona Santiago,Tiwintza,Santiago,R0
231,ZARUMILLA,H5007,ZARUMILLA EN CARCABON,-3.625833,-80.1899999999999,40,146238,9036652,Zarumilla,El Oro,Arenillas,Carcabon,R0
232,BALAO,H0506,PAGUA AJ BONITO(AJ SIETE),-3.084735,-79.780265,30,0,9034353,Pagua,El Oro,El Guabo,Rio Bonito,R0
233,ESMERALDAS,H0165,TOACHI AJ ALLURIQUIN,-0.318333,-78.9874999999999,850,140957,9024505,Toachi,Santo Domingo De Los Tsachilas,Santo Domingo De Los Tsachilas,Alluriquin,R0
234,PASTAZA,H0826,CHAMBO EN HAD.CAHUAJI,-1.455833,-78.5074999999999,2295,142718,9028483,Chambo,Chimborazo,Penipe,Bilbao,R0
235,ESMERALDAS,H0152,LA CHIMBA EN OLMEDO,0.154452,-77.9930789999999,3096,0,9023321,La Chimba,Pichincha,Cayambe,Olmedo (Pecillo),R0
