index,basin,code,name,latitude,longitude,elevation,comidant,comid,river,loc1,loc2,loc3,alert
194,SANTIAGO,H0899,SAN FRANCISCO EN GUALACEO,-2.895417,-78.77125,2400,0,9033647,RIO SAN FRANCISCO,AZUAY,GUALACEO,LUIS CORDERO VEGA,R0
195,SANTIAGO,H0900,PAUTE AJ DUDAS,-2.689604,-78.624579,2000,144596,9032911,RIO PAUTE,AZUAY,SEVILLA DE ORO,PALMAS,R0
196,SANTIAGO,H0901,CANAL SAYMIRIN,-2.76030633153214,-79.0120833388817,2900,144885,9033537,RIO MACHANGARA,AZUAY,CUENCA,CHECA,R0
197,SANTIAGO,H0902,DUDAS EN PINDILIG,-2.62875,-78.670417,2450,144478,9032588,RIO DUDAS,CANAR,AZOGUES,PINDILIG,R0
198,SANTIAGO,H0905,MACHANGARA AJ CHULCO,-2.73642458091518,-79.0037500057574,2915,0,9033537,RIO MACHANGARA,AZUAY,CUENCA,CHECA,R0
199,SANTIAGO,H0906,JUVAL AJ PAUTE,-2.4787499930245,-78.6029166720615,1950,144344,9032294,RIO JUVAL,CANAR,AZOGUES,RIVERA,R0
200,SANTIAGO,H0907,NAMANGOZA DJ UPANO,-2.762083,-78.270417,410,144746,9033249,RIO NAMANGOZA,MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO,R0
201,SANTIAGO,H0908,UPANO DJ. TUTAMANGOZA,-2.63625,-78.19625,559,144658,9032761,RIO UPANO,MORONA SANTIAGO,LOGRONO,LOGRONO,R0
202,SANTIAGO,H0909,PAUTE AJ UPANO,-2.75458332627823,-78.2812500057407,413,144657,9033058,RIO NAMANGOZA,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MENDEZ,R0
203,SANTIAGO,H0912,YACUAMBI EN LA PAZ,-3.730417,-78.885963,958,146477,9037205,RIO YACUAMBI,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,R0
204,SANTIAGO,H0913,PALMIRA AJ PAUTE,-2.48958332604088,-78.5387500059269,1910,0,9032324,RIO PALMIRA,CANAR,AZOGUES,RIVERA,R0
205,SANTIAGO,H0917,PAUTE DJ LLAVIRCAY,-2.644444444,-78.6170833394507,0,144596,9032911,RIO PAUTE,AZUAY,SEVILLA DE ORO,PALMAS,R0
206,SANTIAGO,H0918,PAUTE AJ CARDENILLO,-2.57208332660517,-78.4845833388228,1130,144638,9032557,RIO PAUTE,AZUAY,SEVILLA DE ORO,AMALUZA,R0
207,SANTIAGO,H0927,CHUCHUMBLETZA AJ ZAMORA,-3.5370833260544,-78.5337500055134,850,146156,9036525,RIO CHUCHUMBELTZA,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,R0
208,SANTIAGO,H0929,COLLAY AJ PAUTE,-2.737538,-78.644124,2110,144776,9033472,RIO COLLAY,AZUAY,SEVILLA DE ORO,PALMAS,R0
209,SANTIAGO,H0931,GUALACEO AJ PAUTE,-2.867917,-78.77125,2148,145105,9033577,RIO GUALACEO,AZUAY,GUALACEO,MARIANO MORENO,R0
210,SANTIAGO,H0932,BURGAY AJ DELEG,-2.82159,-78.874918,2240,144810,9033331,RIO BURGAY,AZUAY,PAUTE,SAN CRISTOBAL,R0
211,SANTIAGO,H0942,TARQUI DJ SHUCAY,-2.950661,-79.046494,2510,145174,9033821,RIO SHUCAY,AZUAY,CUENCA,BANOS,R0
212,PASTAZA,H0947,ALAQUEZ DJ BARRANCAS TOLUGCHE,-0.831107616590431,-78.5486076284358,3205,141777,9026346,RIO ALAQUEZ,COTOPAXI,LATACUNGA,ALAQUEZ,R0
213,PASTAZA,H0954,CUTUCHI EN LASSO(DSF.ILESA),-0.755416660412583,-78.607916672475,2780,141776,9025994,RIO CUTUCHI,COTOPAXI,LATACUNGA,MULALO,R0
214,PASTAZA,H0961,CUTUCHI CA S.A.DE CALLO,-0.74375,-78.607083,2820,141776,9025994,RIO CUTUCHI,COTOPAXI,LATACUNGA,MULALO,R0
215,CHINCHIPE,H0966,MAYO AJ QDA.ZUMBAYACU,-4.87375,-79.087083,0,148758,9042283,RIO MAYO,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,R0
216,Portoviejo,H1081,PORTOVIEJO EN PICOAZA,-1.027083,-80.479582,48,142193,9027275,RIO PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,R0
217,Zapotal,H1085,CLEMENTINA EN CLEMENTINA,-1.704685,-79.389685,0,143003,9029165,,LOS RIOS,BABAHOYO,LA UNION,R0
218,Zapotal,H1087,VINCES EN LA BOCANA DE ABAJO,-1.874583,-79.737917,0,143295,9029886,,GUAYAS,SALITRE,LA VICTORIA,R0
219,Zapotal,H1089,SAMBORONDON EN SAMBORONDON,-1.964583,-79.71625,0,143459,9030272,RIO BABAHOYO,GUAYAS,SAMBORONDON,SAMBORONDON,R0
220,Santiago,H1090,RIO MATADERO EN CHIRIMACHAY,-2.799693,-79.159105,3260,144933,9033462,,AZUAY,CUENCA,SAYAUSI,R0
221,CATAMAYO,H1095,VICIN,-4.274544,-80.110377,311,147498,9039410,RIO CATAMAYO,LOJA,CELICA,SABANILLA,R0
222,CHIRA,H1098,PISCOBAMBA EN MOYOCOCHA,-4.29375,-79.272083,1490,147640,9039727,RIO PISCOBAMBA,LOJA,LOJA,VILCABAMBA (VICTORIA),R0
223,Esmeraldas,H1101,PACHIJAL A.J. GUAYLLABAMBA,0.164583,-78.93625,520,140447,9023424,RIO PACHIJAL,PICHINCHA,DISTRITO METROPOLITANO DE QUITO,PACTO,R0
224,Esmeraldas,H1102,CAONI A.J. BLANCO,0.120417,-79.254583,140,140400,9023158,RIO CAONI,PICHINCHA,PUERTO QUITO,PUERTO QUITO,R0
225,Esmeraldas,H1103,MULAUTE D.J. COCANIGUAS,-0.137917,-79.115417,520,0,9023944,RIO MEME GRANDE,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,R0
226,ESMERALDAS,H1118,QUININDE EN MATAMBA,0.082917,-79.597178,105,140510,9023250,RIO QUININDE,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),R0
227,JUBONES,H1119,RIRCAY D.J. GIRAN,-3.25125,-79.214173,1110,145676,9035149,RIO RIRCAY,AZUAY,GIRON,ASUNCION,R0
228,ARENILLAS,H1120,RASPA EN ASERRIO,-3.399583,-79.807083,80,145909,9035869,RIO SAN AGUSTIN,EL ORO,PASAJE,BUENAVISTA,R0
229,CARCHI,H1125,CHALPATAN,0.732778,-77.802778,3268,0,9021237,,CARCHI,TULCAN,TUFINO,R0
230,NAPO,H1133,AGUARICO EN NUEVA LOJA (LA GABARRA),0.042336,-76.809003,299,140563,9023597,,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,R0
231,NAPO,H1134,COCA EN SAN SEBASTIAN,-0.342083,-77.007083,320,141167,9024789,RIO COCA,ORELLANA,JOYA DE LOS SACHAS,SAN SEBASTIAN DEL COCA,R0
232,NAPO,H1135,NAPO EN FRANCISCO DE ORELLANA,-0.473256,-76.979088,330,141183,9025044,,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (COCA),R0
233,NAPO,H1136,NAPO EN NUEVO ROCAFUERTE,-0.918551,-75.397282,180,141798,9026410,,ORELLANA,AGUARICO,NUEVO ROCAFUERTE,R0
234,CAYAPAS,H1139,SANTIAGO EN PTE. CARRETERA,1.072083,-78.901561,9,139171,9020332,RIO SANTIAGO,ESMERALDAS,ELOY ALFARO,MALDONADO,R0
235,CAYAPAS,H1140,CAYAPAS EN PTE. CARRETERA,1.057577,-78.984583,10,139257,9020565,RIO CAYAPAS,ESMERALDAS,ELOY ALFARO,BORBON,R0
236,Taura,H1141,BULUBULU ANTES DEL BY-PASS,-2.346586,-79.356747,40,144038,9031564,RIO BULUBULU,GUAYAS,EL TRIUNFO,EL TRIUNFO,R0
237,CHIRA,H1142,CATAMAYO EN PTE. VICIN,-4.269275,-80.105416,257,147498,9039410,RIO CATAMAYO,LOJA,ZAPOTILLO,GARZAREAL,R0
238,SANTIAGO,H1146,ZAMORA EN PUENTE JIMBILLA,-3.862083,-79.190881,2381,146744,9037783,RIO ZAMORA,LOJA,LOJA,JIMBILLA,R0
239,SANTIAGO,H1149,SANTIAGO EN BATALLON SANTIAGO,-3.052917,-78.012856,420,145188,9034237,RIO SANTIAGO,MORONA SANTIAGO,TIWINTZA,SANTIAGO,R0
240,COJIMIES,H5007,ZARUMILLA EN CARCABON,-3.625833,-80.19,40,146238,9036652,,EL ORO,ARENILLAS,CARCABON,R0
241,GUAYAS,H0378,LAS JUNTAS DJ SINDE (UMBE DJ PIN.),-1.207917,-79.292917,150,142363,9027713,RIO UMBE,BOLIVAR,LAS NAVES,LAS NAVES,R0
242,GUAYAS,H0388,NUEVO DD VINCES,-1.58625,-79.77375,19,143295,9029256,RIO VINCES,LOS RIOS,VINCES,VINCES,R0
243,GUAYAS,H0404,PULA EN YURIMA,-1.80625,-79.917083,5,143405,9029952,RIO PULA,GUAYAS,DAULE,LAUREL,R0
244,GUAYAS,H0412,BACHILLERO EN PTE.CARRETERA,-1.85125,-80.10375,0,143356,9029792,RIO BACHILLERO,GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,R0
245,ZAPOTAL,H0433,NUEVO EN EL COROZO,-2.023751,-80.473749,0,143554,9030492,RIO BALSAS,SANTA ELENA,SANTA ELENA,COLONCHE,R0
246,ZAPOTAL,H0435,GRANDE EN FEBRES CORDERO,-1.945658,-80.615615,0,0,9030333,,SANTA ELENA,SANTA ELENA,COLONCHE,R0
247,ZAPOTAL,H0436,SALANGUILLO EN SALANGUILLO (JAVITA),-1.965415,-80.563744,0,0,9030433,RIO GUANGALA,SANTA ELENA,SANTA ELENA,COLONCHE,R0
248,TAURA,H0446,BULUBULU EN MJ.CALLE INAMHI,-2.332916,-79.39125,50,144038,9031564,RIO BULUBULU,GUAYAS,EL TRIUNFO,EL TRIUNFO,R0
249,,H0710,CHALUPAS EN CHALUPAS(AJ HUAHUI),-0.841249993362836,-78.2787500059831,3570,0,9026168,RIO CHALUPAS,NAPO,TENA,PANO,R0
250,NAPO,H1093,PUERTO FRANCISCO DE ORELLANA,-0.47124999373231,-76.9533333333597,298,141168,9025013,,ORELLANA,FRANCISCO DE ORELLANA,PUERTO FRANCISCO DE ORELLANA,R0
251,SANTIAGO,H1106,TARQUI A.J. YANUNCAY (3 PUENTES),-2.9179165688451,-79.0170832151179,2451,145174,9033821,RIO TARQUI,AZUAY,CUENCA,CUENCA,R0
252,SANTIAGO,H1114,LAS LAGRIMAS RIO ZAMORA (PUENTE),-3.94820323836967,-79.2187500055728,1996,146874,9038119,RIO ZAMORA,LOJA,LOJA,LOJA,R0
253,CHONE,H1121,GRANDE A.J. MOSQUITO (NUEVA),-0.733749993686763,-79.95083333,0,0,9025820,RIO GRANDE,MANABI,CHONE,CHONE,R0
254,GUAYAS,H0417,VINCES EN HDA.CASA VINCES,-1.30458332665808,-79.5737500052888,0,142509,9027991,RIO QUEVEDO,LOS RIOS,MOCACHE,MOCACHE,R0
255,PUYANGO,H0588,AMARILLO EN PORTOVELO,-3.71233100035502,-79.6123319951464,660,146382,9036977,RIO AMARILLO,EL ORO,PORTOVELO,PORTOVELO,R0
256,NAPO,H0712,AZUELA AJ SAN PEDRO,0.081250005763879,-77.9122771358758,3417,0,9023426,RIO AZUELA,SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,R0
257,NAPO,H0715,QUIJOS AJ BOMBON,-0.285000001197157,-77.747916671709,1380,140956,9024502,RIO QUIJOS,NAPO,EL CHACO,GONZALO DIAZ DE PINEDA,R0
258,PASTAZA,H0788,PUELA AJ CHAMBO,-1.512222222,-78.47472222,2475,142738,9028651,RIO PUELA,CHIMBORAZO,PENIPE,EL ALTAR,R0
259,PASTAZA,H0863,ALAQUEZ EN PUENTE (LAIGUA),-0.860503558094908,-78.6071702368455,0,141777,9026346,RIO ALAQUEZ,COTOPAXI,LATACUNGA,ALAQUEZ,R0
260,SANTIAGO,H0881,BOMBOIZA AJ ZAMORA,-3.41520634846196,-78.4960357097528,549,145878,9035769,RIO BOMBOIZA,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,R0
261,SANTIAGO,H0884,ZAMORA AJ BOMBOIZA,-3.41308907835814,-78.4802442540657,548,146025,9036156,RIO ZAMORA,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,R0
262,PASTAZA,H1143,AMBATO EN MANZANAHUAICO,-1.27958332657806,-78.7608541780227,3150,142432,9027661,RIO AMBATO,TUNGURAHUA,AMBATO,SAN FERNANDO (PASA SAN FERNANDO),R0
