index,comid,latitude,longitude,river,loc0,loc1,loc2,alert
1463,9031547,-2.30505,-78.13401,Rio Jurumb,Morona San,MORONA SANTIAGO,MORONA,R0
1464,9031548,-2.22332,-78.10647,Rio Upano,Morona San,MORONA SANTIAGO,MORONA,R0
1465,9031563,-2.33834,-79.91288,,Guayas,GUAYAS,GUAYAQUIL,R0
1466,9031564,-2.32477,-79.43102,Rio Bulubu,Guayas,GUAYAS,EL TRIUNFO,R0
1467,9031565,-2.33054,-79.30075,Rio Blanco,Guayas,GUAYAS,EL PIEDRER,R0
1468,9031589,-2.33612,-80.48082,Rio Grande,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1469,9031629,-2.33965,-76.68287,Rio Bobona,Pastaza,PASTAZA,PASTAZA,R0
1470,9031630,-2.36265,-76.64384,Rio Chichi,Pastaza,PASTAZA,PASTAZA,R0
1471,9031643,-2.33883,-79.04089,Rio Arraya,Canar y Ch,CHIMBORAZO,ALAUSI,R0
1472,9031649,-2.34355,-79.64641,,Guayas,GUAYAS,NARANJAL,R0
1473,9031690,-2.35546,-77.51511,,Morona San,MORONA SANTIAGO,TAISHA,R0
1474,9031691,-2.38549,-77.45968,,Morona San,MORONA SANTIAGO,TAISHA,R0
1475,9031692,-2.36783,-76.42257,Rio Yutsuy,Pastaza,PASTAZA,PASTAZA,R0
1476,9031715,-2.32511,-79.83481,,,,,R0
1477,9031721,-2.39741,-80.68404,Rio Verde,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1478,9031722,-2.35379,-80.63871,Rio Zapota,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1479,9031728,-2.39719,-78.66556,Rio Saucay,Chimborazo,CHIMBORAZO,ALAUSI,R0
1480,9031729,-2.39305,-78.65968,Rio Pomaco,Chimborazo,CHIMBORAZO,ALAUSI,R0
1481,9031731,-2.4,-80.68417,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1482,9031740,-2.10956,-76.76527,Rio Corrie,Pastaza,PASTAZA,PASTAZA,R0
1483,9031765,-2.38996,-77.92586,,Morona San,MORONA SANTIAGO,MORONA,R0
1484,9031772,-2.33751,-79.54164,Rio Culebr,Guayas,GUAYAS,NARANJAL,R0
1485,9031793,-2.33641,-80.25439,Rio Grande,Guayas y S,GUAYAS,GUAYAQUIL,R0
1486,9031794,-2.34729,-80.1595,Rio Daular,Guayas,GUAYAS,GUAYAQUIL,R0
1487,9031860,-2.43304,-80.6384,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1488,9031867,-2.39576,-78.14274,Rio Blanco,Morona San,MORONA SANTIAGO,MORONA,R0
1489,9031868,-2.33287,-78.08743,Rio Yukipa,Morona San,MORONA SANTIAGO,MORONA,R0
1490,9031944,-2.45875,-80.61146,,Santa Elen,SANTA ELENA,SANTA ELENA,R0
1491,9031953,-2.44791,-76.84028,,Pastaza,PASTAZA,PASTAZA,R0
1492,9031954,-2.34169,-76.85876,,Pastaza,PASTAZA,PASTAZA,R0
1493,9031969,-2.44155,-78.19078,Rio Mirium,Morona San,MORONA SANTIAGO,SUCUA,R0
1494,9031978,-2.4318,-79.26538,Rio Bulubu,Canar y Gu,GUAYAS,EL PIEDRER,R0
1495,9031990,-2.40182,-79.77063,Rio Taura,Guayas,GUAYAS,NARANJAL,R0
1496,9031996,-2.43934,-77.94959,,Morona San,MORONA SANTIAGO,MORONA,R0
1497,9032006,-2.45669,-78.12919,Rio Upano,Morona San,MORONA SANTIAGO,SUCUA,R0
1498,9032031,-2.38899,-76.78915,,Pastaza,PASTAZA,PASTAZA,R0
1499,9032032,-2.48229,-76.76479,,Pastaza,PASTAZA,PASTAZA,R0
1500,9032070,-2.49504,-79.57718,,Guayas,GUAYAS,NARANJAL,R0
1501,9032083,-2.48,-79.0524,Rio Capuli,Canar,CAÑAR,CAÑAR,R0
1502,9032090,-2.49224,-79.1221,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1503,9032091,-2.49208,-78.25444,Rio Tutana,Morona San,MORONA SANTIAGO,SUCUA,R0
1504,9032098,-2.50095,-79.0421,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1505,9032099,-2.43424,-76.64682,Rio Bombon,Pastaza,PASTAZA,PASTAZA,R0
1506,9032100,-2.50354,-76.65604,,Pastaza,PASTAZA,PASTAZA,R0
1507,9032102,-2.50305,-79.00545,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1508,9032103,-2.49075,-78.96193,Rio San An,Canar,CAÃ‘AR,EL TAMBO,R0
1509,9032106,-2.45699,-80.12972,Estero Baj,Guayas,GUAYAS,GUAYAQUIL,R0
1510,9032109,-2.49775,-79.55086,,Guayas,GUAYAS,NARANJAL,R0
1511,9032113,-2.46196,-80.25071,Rio Del Ma,Guayas,GUAYAS,GUAYAQUIL,R0
1512,9032114,-2.49091,-76.80171,,Pastaza,PASTAZA,PASTAZA,R0
1513,9032115,-2.49576,-76.76641,,Pastaza,PASTAZA,PASTAZA,R0
1514,9032121,-2.50038,-79.23938,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1515,9032138,-2.50923,-79.34528,Rio Canar,Canar,CAÑAR,LA TRONCAL,R0
1516,9032141,-2.50108,-79.43771,Rio Canar,Canar y Gu,GUAYAS,NARANJAL,R0
1517,9032142,-2.49047,-78.1669,Rio Tutana,Morona San,MORONA SANTIAGO,SUCUA,R0
1518,9032143,-2.49344,-78.14275,,Morona San,MORONA SANTIAGO,SUCUA,R0
1519,9032147,-2.51521,-79.47729,,Guayas,GUAYAS,NARANJAL,R0
1520,9032159,-2.48495,-77.51849,Rio Kusutk,Morona San,MORONA SANTIAGO,TAISHA,R0
1521,9032171,-2.49892,-77.60166,Rio Cusutc,Morona San,MORONA SANTIAGO,TAISHA,R0
1522,9032172,-2.41719,-77.61623,Rio Cangai,Morona San,MORONA SANTIAGO,TAISHA,R0
1523,9032181,-2.51741,-80.19487,,Guayas,GUAYAS,GUAYAQUIL,R0
1524,9032187,-2.47287,-77.91264,,Morona San,MORONA SANTIAGO,MORONA,R0
1525,9032188,-2.43647,-76.924,Rio Capahu,Pastaza,PASTAZA,PASTAZA,R0
1526,9032190,-2.41741,-76.97295,Rio Chunda,Pastaza,PASTAZA,PASTAZA,R0
1527,9032196,-2.51973,-80.21101,,Guayas,GUAYAS,GUAYAQUIL,R0
1528,9032203,-2.46126,-77.4586,Rio Panki,Morona San,MORONA SANTIAGO,TAISHA,R0
1529,9032204,-2.52138,-77.42813,Rio Tutine,Morona San,MORONA SANTIAGO,TAISHA,R0
1530,9032210,-2.51844,-79.02848,Rio Chacap,Canar,CAÑAR,CAÑAR,R0
1531,9032232,-2.53116,-77.54621,Rio Cangai,Morona San,MORONA SANTIAGO,TAISHA,R0
1532,9032242,-2.53215,-79.50188,Rio Canar,Canar y Gu,GUAYAS,NARANJAL,R0
1533,9032256,-2.52543,-78.9422,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1534,9032257,-2.53475,-78.87301,Rio Silant,Canar,CAÑAR,CAÑAR,R0
1535,9032267,-2.5395,-76.85828,Rio Capahu,Pastaza,PASTAZA,PASTAZA,R0
1536,9032272,-2.51136,-79.64754,,Guayas,GUAYAS,NARANJAL,R0
1537,9032273,-2.52552,-79.6092,,Guayas,GUAYAS,NARANJAL,R0
1538,9032294,-2.47576,-78.60301,Rio Juval,Canar y Ch,CHIMBORAZO,ALAUSI,R0
1539,9032302,-2.52655,-79.38147,Rio Patul,Canar y Gu,AZUAY,CUENCA,R0
1540,9032309,-2.53396,-76.76024,,Pastaza,PASTAZA,PASTAZA,R0
1541,9032312,-2.54214,-77.89537,,Morona San,MORONA SANTIAGO,MORONA,R0
1542,9032322,-2.52689,-79.17039,Rio Corazo,Canar,CAÑAR,CAÑAR,R0
1543,9032323,-2.55809,-78.55734,Rio Paute,Canar,AZUAY,SEVILLA DE,R0
1544,9032324,-2.50177,-78.54069,Rio Palmir,Canar,CHIMBORAZO,ALAUSI,R0
1545,9032335,-2.40526,-77.05836,,Morona San,MORONA SANTIAGO,TAISHA,R0
1546,9032336,-2.56342,-77.91775,,Morona San,MORONA SANTIAGO,MORONA,R0
1547,9032345,-2.55892,-76.79665,,Morona San,PASTAZA,PASTAZA,R0
1548,9032349,-2.56315,-76.68679,,Pastaza,PASTAZA,PASTAZA,R0
1549,9032350,-2.54193,-76.65457,Rio Pastaz,Pastaza,PASTAZA,PASTAZA,R0
1550,9032356,-2.54739,-78.47679,Rio Carden,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1551,9032359,-2.5116,-78.09441,Rio Seipa,Morona San,MORONA SANTIAGO,SUCUA,R0
1552,9032361,-2.56618,-77.8956,,Morona San,MORONA SANTIAGO,MORONA,R0
1553,9032378,-2.56055,-78.88377,Rio Canar,Canar,CAÑAR,CAÑAR,R0
1554,9032388,-2.57525,-76.65576,,Pastaza,PASTAZA,PASTAZA,R0
1555,9032405,-2.57238,-78.83587,Rio Huayra,Canar,CAÑAR,CAÑAR,R0
1556,9032419,-2.57092,-79.65795,,Guayas,GUAYAS,NARANJAL,R0
1557,9032436,-2.56155,-79.59507,,Guayas,GUAYAS,NARANJAL,R0
1558,9032440,-2.58956,-79.6691,,Guayas,GUAYAS,NARANJAL,R0
1559,9032447,-2.55523,-78.66145,Rio Mazar,Canar,CAÃ‘AR,AZOGUES,R0
1560,9032448,-2.57493,-78.58898,Rio Paute,Canar y Az,CAÃ‘AR,AZOGUES,R0
1561,9032450,-2.57591,-79.36929,Rio Putuca,Azuay,AZUAY,CUENCA,R0
1562,9032460,-2.58775,-79.69886,,Guayas,GUAYAS,NARANJAL,R0
1563,9032461,-2.56101,-77.83157,,Morona San,MORONA SANTIAGO,MORONA,R0
1564,9032467,-2.54132,-77.77835,,Morona San,MORONA SANTIAGO,MORONA,R0
1565,9032480,-2.5991,-78.18534,Rio Tutana,Morona San,MORONA SANTIAGO,SUCUA,R0
1566,9032481,-2.56391,-78.15466,Rio Upano,Morona San,MORONA SANTIAGO,SUCUA,R0
1567,9032482,-2.55056,-77.50053,Rio Cangai,Morona San,MORONA SANTIAGO,TAISHA,R0
1568,9032483,-2.56692,-77.4599,Rio Panki,Morona San,MORONA SANTIAGO,TAISHA,R0
1569,9032490,-2.58108,-77.27918,,Morona San,MORONA SANTIAGO,TAISHA,R0
1570,9032491,-2.53072,-77.25218,,Morona San,MORONA SANTIAGO,TAISHA,R0
1571,9032494,-2.58171,-76.70761,,Morona San,PASTAZA,PASTAZA,R0
1572,9032495,-2.59201,-78.87302,Rio Vende,Canar,CAÑAR,CAÑAR,R0
1573,9032512,-2.58276,-79.55207,,Guayas,GUAYAS,NARANJAL,R0
1574,9032513,-2.60978,-79.56932,,Guayas,GUAYAS,NARANJAL,R0
1575,9032516,-2.56627,-80.3093,Rio San Mi,Guayas,GUAYAS,GUAYAQUIL,R0
1576,9032552,-2.60844,-78.6222,Rio Paute,Canar y Az,AZUAY,SEVILLA DE,R0
1577,9032557,-2.59459,-78.53504,Rio Paute,Canar y Mo,MORONA SANTIAGO,SANTIAGO,R0
1578,9032558,-2.61433,-78.18763,Rio Upano,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1579,9032586,-2.61723,-79.61775,,Guayas,GUAYAS,NARANJAL,R0
1580,9032587,-2.56056,-79.24104,Rio Tigsay,Canar,CAÑAR,CAÑAR,R0
1581,9032588,-2.62396,-78.66101,Rio Dudas,Canar,CAÃ‘AR,AZOGUES,R0
1582,9032658,-2.61441,-78.43093,Rio Paute,Azuay y Mo,AZUAY,SEVILLA DE,R0
1583,9032659,-2.64955,-78.3732,Rio Singui,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1584,9032706,-2.64914,-79.63908,Rio Chacay,Guayas,GUAYAS,NARANJAL,R0
1585,9032713,-2.6058,-79.30846,Rio Patul,Canar y Az,AZUAY,CUENCA,R0
1586,9032746,-2.65358,-76.94196,,Morona San,MORONA SANTIAGO,TAISHA,R0
1587,9032747,-2.67507,-76.89009,,Morona San,MORONA SANTIAGO,TAISHA,R0
1588,9032751,-2.64654,-77.09978,,Morona San,MORONA SANTIAGO,TAISHA,R0
1589,9032761,-2.65393,-78.19967,Rio Upano,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1590,9032762,-2.41209,-77.2631,Rio Huasag,Morona San,MORONA SANTIAGO,TAISHA,R0
1591,9032773,-2.64891,-78.15334,,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1592,9032809,-2.68265,-79.63819,Rio Bucay,Guayas,GUAYAS,NARANJAL,R0
1593,9032810,-2.67542,-78.2399,Rio Yurupa,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1594,9032811,-2.68979,-78.21644,Rio Upano,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1595,9032822,-2.63717,-77.07355,Rio Cusutc,Morona San,MORONA SANTIAGO,TAISHA,R0
1596,9032832,-2.69517,-77.06173,Rio Huasag,Morona San,MORONA SANTIAGO,TAISHA,R0
1597,9032839,-2.68468,-79.7008,,Guayas,GUAYAS,NARANJAL,R0
1598,9032859,-2.70582,-79.71025,,Guayas,GUAYAS,NARANJAL,R0
1599,9032911,-2.67373,-78.62308,Rio Paute,Azuay,AZUAY,PAUTE,R0
1600,9032955,-2.47248,-77.41491,Rio Macuma,Morona San,MORONA SANTIAGO,TAISHA,R0
1601,9032973,-2.72087,-79.75366,,Guayas,GUAYAS,NARANJAL,R0
1602,9033004,-2.68922,-77.33817,Rio Wichim,Morona San,MORONA SANTIAGO,TAISHA,R0
1603,9033012,-2.70283,-78.3444,Rio Paute,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1604,9033058,-2.75421,-78.28645,Rio Namang,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1605,9033059,-2.72913,-78.2477,Rio Upano,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1606,9033092,-2.6874,-77.48722,Rio Cangai,Morona San,MORONA SANTIAGO,TAISHA,R0
1607,9033133,-2.76668,-78.4861,Rio Cruzad,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1608,9033134,-2.74418,-78.38324,Rio Negro,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1609,9033160,-2.73182,-78.20081,Rio Pania,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1610,9033170,-2.69085,-77.54121,Rio Wichim,Morona San,MORONA SANTIAGO,TAISHA,R0
1611,9033183,-2.77876,-77.54025,,Morona San,MORONA SANTIAGO,TAISHA,R0
1612,9033185,-2.7667,-77.45978,Rio Macuma,Morona San,MORONA SANTIAGO,TAISHA,R0
1613,9033249,-2.78259,-78.28186,Rio Namang,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1614,9033256,-2.66667,-79.41696,Rio Norcay,Azuay y Gu,AZUAY,CUENCA,R0
1615,9033271,-2.5808,-77.70587,Rio Cushui,Morona San,MORONA SANTIAGO,MORONA,R0
1616,9033278,-2.79509,-77.60831,,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1617,9033331,-2.75458,-78.86924,Rio Burgay,Canar,CAÃ‘AR,AZOGUES,R0
1618,9033344,-2.82451,-78.90385,Rio Deleg,Canar,CAÃ‘AR,AZOGUES,R0
1619,9033369,-2.8338,-78.87596,Rio Paute,Azuay,AZUAY,PAUTE,R0
1620,9033410,-2.84464,-78.85895,Rio Paute,Azuay,AZUAY,PAUTE,R0
1621,9033412,-2.83333,-79.60067,Rio Frio,Azuay,AZUAY,CAMILO PON,R0
1622,9033416,-2.79686,-77.71271,Rio Kaspai,Morona San,MORONA SANTIAGO,MORONA,R0
1623,9033417,-2.83158,-77.67928,Rio Cangai,Morona San,MORONA SANTIAGO,MORONA,R0
1624,9033425,-2.85512,-79.61223,Rio Jagua,Azuay,AZUAY,CAMILO PON,R0
1625,9033441,-2.77699,-78.72442,Rio Paute,Azuay,AZUAY,GUACHAPALA,R0
1626,9033449,-2.85764,-78.81117,Rio Paute,Azuay,AZUAY,GUALACEO,R0
1627,9033462,-2.84002,-79.1209,Rio Matade,Azuay,AZUAY,CUENCA,R0
1628,9033468,-2.86752,-79.09148,Rio Mazon,Azuay,AZUAY,CUENCA,R0
1629,9033472,-2.80092,-78.64568,Rio Collay,Azuay,AZUAY,SEVILLA DE,R0
1630,9033483,-2.86922,-78.50428,Rio Arenil,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1631,9033484,-2.83066,-78.46624,Rio Cruzad,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1632,9033487,-2.86265,-77.69259,Rio Morona,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1633,9033497,-2.86689,-77.93814,Rio Yuwi-e,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1634,9033511,-2.87577,-77.67214,,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1635,9033537,-2.78596,-78.9984,Rio Machan,Azuay,AZUAY,CUENCA,R0
1636,9033538,-2.85644,-78.9159,Rio Tomeba,Azuay,AZUAY,CUENCA,R0
1637,9033539,-2.83604,-77.93169,Rio Yaapi,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1638,9033540,-2.88358,-77.90469,Rio Yaupi,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1639,9033541,-2.78152,-77.89842,Rio Chapiz,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1640,9033547,-2.88084,-77.92424,Rio Yaupi,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1641,9033576,-2.88714,-79.52034,Rio Chacay,Azuay,AZUAY,CAMILO PON,R0
1642,9033577,-2.87618,-78.76863,Rio Gualac,Azuay,AZUAY,GUALACEO,R0
1643,9033592,-2.84152,-79.72522,Rio Jagua,Guayas,GUAYAS,BALAO,R0
1644,9033641,-2.89806,-79.5626,Rio Balao,Azuay y Gu,AZUAY,CAMILO PON,R0
1645,9033642,-2.76375,-77.77925,Rio Mangos,Morona San,MORONA SANTIAGO,MORONA,R0
1646,9033645,-2.88965,-79.03876,Rio Amaril,Azuay,AZUAY,CUENCA,R0
1647,9033646,-2.89826,-78.97258,Rio Tomeba,Azuay,AZUAY,CUENCA,R0
1648,9033647,-2.90081,-78.75241,Rio San Fr,Azuay,AZUAY,GUALACEO,R0
1649,9033651,-2.91154,-79.59499,Rio Pijili,Azuay,AZUAY,CAMILO PON,R0
1650,9033652,-2.89644,-77.71057,,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1651,9033671,-2.91531,-78.99965,Rio Yanunc,Azuay,AZUAY,CUENCA,R0
1652,9033674,-2.85118,-78.25657,Rio Namang,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1653,9033693,-2.92203,-78.25995,Rio Naytza,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1654,9033697,-2.90895,-79.46124,Rio Angas,Azuay,AZUAY,CUENCA,R0
1655,9033751,-2.86653,-78.35966,Rio Yungan,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1656,9033755,-2.91799,-78.78595,Rio Gualac,Azuay,AZUAY,CHORDELEG,R0
1657,9033759,-2.92427,-79.71057,Rio Balao,Guayas,GUAYAS,BALAO,R0
1658,9033762,-2.91652,-77.89862,Rio Yaupi,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1659,9033763,-2.92808,-77.87768,Rio Kaank,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1660,9033772,-2.92419,-79.83673,,Guayas,GUAYAS,BALAO,R0
1661,9033811,-2.91606,-78.49045,Rio Cruzad,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1662,9033820,-2.96083,-79.04987,Rio Shucay,Azuay,AZUAY,CUENCA,R0
1663,9033821,-2.93284,-79.03544,Rio Tarqui,Azuay,AZUAY,CUENCA,R0
1664,9033833,-2.96166,-78.52249,Rio Buenav,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1665,9033834,-2.90828,-78.02073,Rio Ajunta,Morona San,MORONA SANTIAGO,LOGROÑO,R0
1666,9033925,-2.95276,-78.24238,Rio Namang,Morona San,MORONA SANTIAGO,SANTIAGO,R0
1667,9033926,-2.9747,-78.21668,Rio Yukian,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1668,9033982,-2.99374,-79.83892,,Guayas,GUAYAS,GUAYAQUIL,R0
1669,9033983,-2.95156,-77.71846,Rio Morona,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1670,9033987,-2.98815,-79.7904,Rio Tengue,Guayas,GUAYAS,GUAYAQUIL,R0
1671,9033988,-2.93868,-79.15455,Rio Yanunc,Azuay,AZUAY,CUENCA,R0
1672,9033990,-2.97213,-77.86358,Rio Yaupi,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1673,9034018,-2.97233,-78.77717,Rio Zhio,Azuay,AZUAY,GUALACEO,R0
1674,9034023,-2.99584,-78.22316,Rio Namang,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1675,9034027,-3.00264,-77.71,,,,,R0
1676,9034033,-2.97442,-78.80267,Rio Gualac,Azuay,AZUAY,GUALACEO,R0
1677,9034038,-2.98277,-79.67123,Rio Gala,Azuay y Gu,AZUAY,CAMILO PON,R0
1678,9034058,-2.92999,-77.60912,,,,,R0
1679,9034065,-2.9946,-78.53437,Rio Ishpin,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1680,9034074,-2.92853,-78.90703,Rio Jadan,Azuay,AZUAY,GUALACEO,R0
1681,9034086,-3.01066,-77.69097,,,,,R0
1682,9034111,-3.01989,-79.58432,Rio Tengue,Azuay,AZUAY,CAMILO PON,R0
1683,9034146,-3.02223,-78.21673,Rio Santia,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1684,9034184,-3.02292,-79.54069,Rio Guayab,Azuay,AZUAY,PUCARA,R0
1685,9034202,-3.04744,-79.50349,Rio Guagua,Azuay,AZUAY,PUCARA,R0
1686,9034206,-3.04834,-79.49044,Rio Pucul,Azuay,AZUAY,CAMILO PON,R0
1687,9034207,-3.02183,-77.92637,Rio Santia,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1688,9034237,-3.04163,-78.09307,Rio Santia,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1689,9034255,-3.06116,-78.50253,Rio El Cru,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1690,9034278,-3.04055,-79.81311,Rio Siete,Guayas,GUAYAS,GUAYAQUIL,R0
1691,9034311,-3.02416,-79.05136,Quebrada C,Azuay,AZUAY,CUENCA,R0
1692,9034353,-3.07552,-79.82111,,El Oro,EL ORO,EL GUABO,R0
1693,9034360,-3.07169,-78.44204,Rio Indaza,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1694,9034361,-3.04461,-78.30557,Rio Zamora,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1695,9034378,-3.03327,-79.70353,Rio Tengue,Azuay y Gu,AZUAY,CAMILO PON,R0
1696,9034379,-3.08088,-78.51224,Rio Pan De,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1697,9034522,-3.07487,-78.79158,Rio Santa,Azuay,AZUAY,SIGSIG,R0
1698,9034528,-3.09205,-78.00986,Rio Mayali,Morona San,MORONA SANTIAGO,TIWINTZA,R0
1699,9034573,-3.09062,-78.21329,Rio Coango,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1700,9034596,-3.14829,-78.21339,Rio Coango,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1701,9034717,-3.16197,-78.24516,Rio Warint,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1702,9034745,-3.12476,-79.83033,Rio Zapote,El Oro,EL ORO,EL GUABO,R0
1703,9034754,-3.17393,-78.19277,Rio Kenkui,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1704,9034786,-3.19276,-79.7842,,El Oro,EL ORO,EL GUABO,R0
1705,9034795,-3.1019,-78.89007,Rio Bolo,Azuay,AZUAY,SIGSIG,R0
1706,9034853,-3.15116,-78.41607,Rio Zamora,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1707,9034920,-3.22118,-79.15544,Rio San Gr,Azuay,AZUAY,GIRON,R0
1708,9034933,-3.2323,-79.16263,Rio Camas,Azuay,AZUAY,GIRON,R0
1709,9034960,-3.18451,-79.22216,Rio Rircay,Azuay,AZUAY,SAN FERNANDO,R0
1710,9034961,-3.2045,-79.17322,Rio Giron,Azuay,AZUAY,GIRON,R0
1711,9034994,-3.24473,-79.20773,Rio Rircay,Azuay,AZUAY,GIRON,R0
1712,9034995,-3.24474,-79.18624,Rio San Gr,Azuay,AZUAY,GIRON,R0
1713,9035035,-3.24169,-78.42429,Rio Apondi,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1714,9035091,-3.24629,-79.78206,,El Oro,EL ORO,EL GUABO,R0
1715,9035127,-3.25541,-78.69462,Rio Blanco,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1716,9035128,-3.23194,-78.64742,Rio El Agu,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1717,9035148,-3.28883,-79.27736,Rio Naranj,Azuay,AZUAY,SANTA ISABEL,R0
1718,9035149,-3.2732,-79.24185,Rio Rircay,Azuay,AZUAY,GIRON,R0
1719,9035193,-3.30182,-79.28121,Rio Rircay,Azuay,AZUAY,SANTA ISABEL,R0
1720,9035197,-3.23102,-78.2241,Rio Coango,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1721,9035212,-3.30291,-80.00228,,El Oro,EL ORO,MACHALA,R0
1722,9035213,-3.30416,-78.20074,Rio Numpat,Morona San,MORONA SANTIAGO,LIMON INDA,R0
1723,9035244,-3.26575,-78.45951,Rio Zamora,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1724,9035249,-3.22982,-79.42399,Rio Masuca,Azuay,AZUAY,SANTA ISABEL,R0
1725,9035250,-3.30876,-79.26414,Quebrada C,Azuay,AZUAY,SANTA ISABEL,R0
1726,9035258,-3.27959,-78.52227,Rio Kalagl,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1727,9035276,-3.27989,-79.59762,Rio Vivar,Azuay,AZUAY,PUCARA,R0
1728,9035285,-3.31365,-79.53007,Rio Jubone,Azuay y El,EL ORO,ZARUMA,R0
1729,9035291,-3.31908,-79.68052,Rio Jubone,Azuay y El,EL ORO,PASAJE,R0
1730,9035301,-3.32432,-79.60532,Rio Jubone,Azuay y El,AZUAY,PUCARA,R0
1731,9035303,-3.32337,-79.47051,Rio Jubone,Azuay,AZUAY,SANTA ISABEL,R0
1732,9035322,-3.26289,-79.90743,,El Oro,EL ORO,MACHALA,R0
1733,9035323,-3.32072,-79.78748,Rio Jubone,El Oro,EL ORO,PASAJE,R0
1734,9035324,-3.3294,-78.84029,Rio Morire,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1735,9035343,-3.33526,-78.85156,Rio Cuyes,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1736,9035356,-3.32766,-79.30877,Rio Rircay,Azuay,AZUAY,SANTA ISABEL,R0
1737,9035366,-3.34099,-79.34784,Rio Jubone,Azuay y Lo,LOJA,SARAGURO,R0
1738,9035377,-3.33998,-79.42316,Rio Jubone,Azuay y Lo,AZUAY,SANTA ISABEL,R0
1739,9035378,-3.31908,-79.37595,Rio Minas,Azuay,AZUAY,SANTA ISABEL,R0
1740,9035392,-3.3461,-79.37304,Rio Jubone,Azuay y Lo,LOJA,SARAGURO,R0
1741,9035434,-3.3115,-79.06242,Rio Leon,Azuay,AZUAY,NABON,R0
1742,9035451,-3.34679,-79.46297,Rio Ganaca,Azuay y Lo,EL ORO,ZARUMA,R0
1743,9035466,-3.34091,-78.46787,Rio Zamora,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1744,9035479,-3.36264,-79.10553,Rio Nabon,Azuay,AZUAY,NABON,R0
